"City","Site","Sampling_date","Country","Location.Site","Month","Season","Green_level","Green_area_coverage","Blue_area_coverage","Temperature","Relative_humidity","Wind_speed_10m","Trap_type","season_multiplier","Host_abundance","Predator_abundance","Mosquito_species","Mosquito_abundance","Biodiversity_index"
"Montpellier","Site_6",2024-02-01,"France",6,2,"Winter",2,54.5220320463879,40.3742100261152,11.96,72.44,4.61,"HumanOdor_CO2",0.7,41,73,"Aedes aegypti",23,1.05828620793782
"Montpellier","Site_6",2024-02-01,"France",6,2,"Winter",2,54.5220320463879,40.3742100261152,11.96,72.44,4.61,"HumanOdor_CO2",0.7,46,70,"Anopheles gambiae",2,1.05828620793782
"Montpellier","Site_6",2024-02-01,"France",6,2,"Winter",2,54.5220320463879,40.3742100261152,11.96,72.44,4.61,"HumanOdor_CO2",0.7,39,75,"Aedes albopictus",12,1.05828620793782
"Montpellier","Site_6",2024-02-01,"France",6,2,"Winter",2,54.5220320463879,40.3742100261152,11.96,72.44,4.61,"HumanOdor_CO2",0.7,38,67,"Culex quinquefasciatus",4,1.05828620793782
"Barcelona","Site_6",2024-02-01,"Spain",6,2,"Winter",2,47.6528451350285,3.23325274884701,15.36,73.15,4.87,"HumanOdor_CO2",0.7,42,72,"Culex quinquefasciatus",46,0.594130002724839
"Barcelona","Site_6",2024-02-01,"Spain",6,2,"Winter",2,47.6528451350285,3.23325274884701,15.36,73.15,4.87,"HumanOdor_CO2",0.7,41,79,"Aedes aegypti",18,0.594130002724839
"Rabat","Site_6",2024-02-01,"Morocco",6,2,"Winter",3,67.6484969110228,26.3052104078233,16.39,74.6,5.76,"HumanOdor_CO2",0.7,45,99,"Culex quinquefasciatus",16,0.962777605626749
"Rabat","Site_6",2024-02-01,"Morocco",6,2,"Winter",3,67.6484969110228,26.3052104078233,16.39,74.6,5.76,"HumanOdor_CO2",0.7,63,74,"Anopheles gambiae",62,0.962777605626749
"Rabat","Site_6",2024-02-01,"Morocco",6,2,"Winter",3,67.6484969110228,26.3052104078233,16.39,74.6,5.76,"HumanOdor_CO2",0.7,47,68,"Culex pipiens",32,0.962777605626749
"Casablanca","Site_6",2024-02-01,"Morocco",6,2,"Winter",2,60.0199872416211,41.4189750291407,21.9,71.16,5.44,"Light_CO2",0.7,39,85,"Aedes aegypti",4,0.673011647009257
"Casablanca","Site_6",2024-02-01,"Morocco",6,2,"Winter",2,60.0199872416211,41.4189750291407,21.9,71.16,5.44,"Light_CO2",0.7,40,63,"Culex quinquefasciatus",6,0.673011647009257
"Utrecht","Site_7",2024-02-01,"Netherlands",7,2,"Winter",1,30.4058226361172,28.1483156569302,11.99,70.42,7.08,"HumanOdor_CO2",0.7,24,50,"Aedes albopictus",4,1.08518858296765
"Utrecht","Site_7",2024-02-01,"Netherlands",7,2,"Winter",1,30.4058226361172,28.1483156569302,11.99,70.42,7.08,"HumanOdor_CO2",0.7,28,68,"Anopheles gambiae",6,1.08518858296765
"Utrecht","Site_7",2024-02-01,"Netherlands",7,2,"Winter",1,30.4058226361172,28.1483156569302,11.99,70.42,7.08,"HumanOdor_CO2",0.7,33,42,"Culex pipiens",5,1.08518858296765
"Nijmegen","Site_7",2024-02-01,"Netherlands",7,2,"Winter",3,71.0605589310173,14.8008538112044,8.84,75.8,5.36,"HumanOdor_CO2",0.7,44,88,"Culex quinquefasciatus",19,0.314492181281411
"Nijmegen","Site_7",2024-02-01,"Netherlands",7,2,"Winter",3,71.0605589310173,14.8008538112044,8.84,75.8,5.36,"HumanOdor_CO2",0.7,47,86,"Aedes albopictus",2,0.314492181281411
"Montpellier","Site_7",2024-02-01,"France",7,2,"Winter",2,52.7562415277352,18.5425914563239,10.36,75.64,2.65,"HumanOdor_CO2",0.7,32,71,"Culex quinquefasciatus",12,1.3695412865113
"Montpellier","Site_7",2024-02-01,"France",7,2,"Winter",2,52.7562415277352,18.5425914563239,10.36,75.64,2.65,"HumanOdor_CO2",0.7,43,64,"Anopheles gambiae",8,1.3695412865113
"Montpellier","Site_7",2024-02-01,"France",7,2,"Winter",2,52.7562415277352,18.5425914563239,10.36,75.64,2.65,"HumanOdor_CO2",0.7,41,55,"Aedes albopictus",8,1.3695412865113
"Montpellier","Site_7",2024-02-01,"France",7,2,"Winter",2,52.7562415277352,18.5425914563239,10.36,75.64,2.65,"HumanOdor_CO2",0.7,41,77,"Culex pipiens",11,1.3695412865113
"Barcelona","Site_7",2024-02-01,"Spain",7,2,"Winter",1,4.11158722294494,19.7204457372427,15.3,72.36,6.57,"Light_CO2",0.7,37,67,"Anopheles gambiae",11,1.02429602163783
"Barcelona","Site_7",2024-02-01,"Spain",7,2,"Winter",1,4.11158722294494,19.7204457372427,15.3,72.36,6.57,"Light_CO2",0.7,43,57,"Culex pipiens",4,1.02429602163783
"Barcelona","Site_7",2024-02-01,"Spain",7,2,"Winter",1,4.11158722294494,19.7204457372427,15.3,72.36,6.57,"Light_CO2",0.7,39,67,"Culex quinquefasciatus",8,1.02429602163783
"Rabat","Site_7",2024-02-01,"Morocco",7,2,"Winter",2,47.5182930221083,22.6041000597179,16.85,77.07,3.08,"Light_CO2",0.7,52,67,"Aedes aegypti",45,0.922037987882992
"Rabat","Site_7",2024-02-01,"Morocco",7,2,"Winter",2,47.5182930221083,22.6041000597179,16.85,77.07,3.08,"Light_CO2",0.7,53,79,"Anopheles gambiae",10,0.922037987882992
"Rabat","Site_7",2024-02-01,"Morocco",7,2,"Winter",2,47.5182930221083,22.6041000597179,16.85,77.07,3.08,"Light_CO2",0.7,38,57,"Culex quinquefasciatus",19,0.922037987882992
"Casablanca","Site_7",2024-02-01,"Morocco",7,2,"Winter",3,83.5979485512245,46.0886899158359,15.61,76.4,4.89,"HumanOdor_CO2",0.7,45,95,"Aedes albopictus",38,1.02208902157015
"Casablanca","Site_7",2024-02-01,"Morocco",7,2,"Winter",3,83.5979485512245,46.0886899158359,15.61,76.4,4.89,"HumanOdor_CO2",0.7,64,82,"Culex pipiens",14,1.02208902157015
"Casablanca","Site_7",2024-02-01,"Morocco",7,2,"Winter",3,83.5979485512245,46.0886899158359,15.61,76.4,4.89,"HumanOdor_CO2",0.7,49,70,"Culex quinquefasciatus",35,1.02208902157015
"Utrecht","Site_8",2024-02-01,"Netherlands",8,2,"Winter",2,58.5786955058109,39.6485511399806,9.06,74.92,6.55,"HumanOdor_CO2",0.7,41,64,"Culex pipiens",4,0.401189842187006
"Utrecht","Site_8",2024-02-01,"Netherlands",8,2,"Winter",2,58.5786955058109,39.6485511399806,9.06,74.92,6.55,"HumanOdor_CO2",0.7,44,71,"Anopheles gambiae",25,0.401189842187006
"Nijmegen","Site_8",2024-02-01,"Netherlands",8,2,"Winter",1,33.1201215590117,37.4159135483205,6.99,76.01,3.52,"Light_CO2",0.7,41,52,"Culex pipiens",2,0.878525069127157
"Nijmegen","Site_8",2024-02-01,"Netherlands",8,2,"Winter",1,33.1201215590117,37.4159135483205,6.99,76.01,3.52,"Light_CO2",0.7,39,57,"Culex quinquefasciatus",5,0.878525069127157
"Nijmegen","Site_8",2024-02-01,"Netherlands",8,2,"Winter",1,33.1201215590117,37.4159135483205,6.99,76.01,3.52,"Light_CO2",0.7,27,52,"Aedes albopictus",12,0.878525069127157
"Montpellier","Site_8",2024-02-01,"France",8,2,"Winter",1,31.3806118098088,15.4770859442651,13.93,65.99,6.14,"Light_CO2",0.7,38,50,"Aedes aegypti",10,0.900256021268538
"Montpellier","Site_8",2024-02-01,"France",8,2,"Winter",1,31.3806118098088,15.4770859442651,13.93,65.99,6.14,"Light_CO2",0.7,38,58,"Aedes albopictus",2,0.900256021268538
"Montpellier","Site_8",2024-02-01,"France",8,2,"Winter",1,31.3806118098088,15.4770859442651,13.93,65.99,6.14,"Light_CO2",0.7,36,58,"Culex quinquefasciatus",0,0.900256021268538
"Montpellier","Site_8",2024-02-01,"France",8,2,"Winter",1,31.3806118098088,15.4770859442651,13.93,65.99,6.14,"Light_CO2",0.7,28,64,"Culex pipiens",0,0.900256021268538
"Montpellier","Site_8",2024-02-01,"France",8,2,"Winter",1,31.3806118098088,15.4770859442651,13.93,65.99,6.14,"Light_CO2",0.7,45,61,"Anopheles gambiae",4,0.900256021268538
"Barcelona","Site_8",2024-02-01,"Spain",8,2,"Winter",1,16.1883090725401,23.9276781529188,14,72.79,4.76,"Light_CO2",0.7,25,53,"Culex pipiens",15,0.813293431483009
"Barcelona","Site_8",2024-02-01,"Spain",8,2,"Winter",1,16.1883090725401,23.9276781529188,14,72.79,4.76,"Light_CO2",0.7,36,59,"Culex quinquefasciatus",15,0.813293431483009
"Barcelona","Site_8",2024-02-01,"Spain",8,2,"Winter",1,16.1883090725401,23.9276781529188,14,72.79,4.76,"Light_CO2",0.7,33,53,"Aedes albopictus",1,0.813293431483009
"Rabat","Site_8",2024-02-01,"Morocco",8,2,"Winter",1,9.43920277473517,15.8018067963421,16.66,67.85,2.99,"HumanOdor_CO2",0.7,33,59,"Culex quinquefasciatus",2,0.881863101341521
"Rabat","Site_8",2024-02-01,"Morocco",8,2,"Winter",1,9.43920277473517,15.8018067963421,16.66,67.85,2.99,"HumanOdor_CO2",0.7,21,55,"Aedes albopictus",0,0.881863101341521
"Rabat","Site_8",2024-02-01,"Morocco",8,2,"Winter",1,9.43920277473517,15.8018067963421,16.66,67.85,2.99,"HumanOdor_CO2",0.7,47,59,"Aedes aegypti",15,0.881863101341521
"Rabat","Site_8",2024-02-01,"Morocco",8,2,"Winter",1,9.43920277473517,15.8018067963421,16.66,67.85,2.99,"HumanOdor_CO2",0.7,44,59,"Anopheles gambiae",9,0.881863101341521
"Casablanca","Site_8",2024-02-01,"Morocco",8,2,"Winter",2,49.2441294390941,35.4219712466002,15.74,71.07,4.58,"Light_CO2",0.7,33,60,"Anopheles gambiae",0,0.184907379167777
"Casablanca","Site_8",2024-02-01,"Morocco",8,2,"Winter",2,49.2441294390941,35.4219712466002,15.74,71.07,4.58,"Light_CO2",0.7,32,83,"Aedes aegypti",21,0.184907379167777
"Casablanca","Site_8",2024-02-01,"Morocco",8,2,"Winter",2,49.2441294390941,35.4219712466002,15.74,71.07,4.58,"Light_CO2",0.7,54,68,"Aedes albopictus",1,0.184907379167777
"Utrecht","Site_9",2024-02-01,"Netherlands",9,2,"Winter",1,16.7583971866407,41.3963023163378,8.49,76.52,7.11,"Light_CO2",0.7,29,60,"Anopheles gambiae",3,0.610864282054894
"Utrecht","Site_9",2024-02-01,"Netherlands",9,2,"Winter",1,16.7583971866407,41.3963023163378,8.49,76.52,7.11,"Light_CO2",0.7,46,55,"Culex pipiens",7,0.610864282054894
"Nijmegen","Site_9",2024-02-01,"Netherlands",9,2,"Winter",3,91.6359471093398,33.4473695158958,10.69,71.41,5.08,"Light_CO2",0.7,32,81,"Aedes albopictus",0,0.228631853582862
"Nijmegen","Site_9",2024-02-01,"Netherlands",9,2,"Winter",3,91.6359471093398,33.4473695158958,10.69,71.41,5.08,"Light_CO2",0.7,55,81,"Culex quinquefasciatus",31,0.228631853582862
"Nijmegen","Site_9",2024-02-01,"Netherlands",9,2,"Winter",3,91.6359471093398,33.4473695158958,10.69,71.41,5.08,"Light_CO2",0.7,65,81,"Anopheles gambiae",2,0.228631853582862
"Montpellier","Site_9",2024-02-01,"France",9,2,"Winter",3,76.8610928901471,21.8482245132327,9.21,65.99,4.87,"Light_CO2",0.7,45,71,"Anopheles gambiae",12,0.908061755312637
"Montpellier","Site_9",2024-02-01,"France",9,2,"Winter",3,76.8610928901471,21.8482245132327,9.21,65.99,4.87,"Light_CO2",0.7,38,72,"Culex pipiens",1,0.908061755312637
"Montpellier","Site_9",2024-02-01,"France",9,2,"Winter",3,76.8610928901471,21.8482245132327,9.21,65.99,4.87,"Light_CO2",0.7,53,82,"Aedes albopictus",1,0.908061755312637
"Montpellier","Site_9",2024-02-01,"France",9,2,"Winter",3,76.8610928901471,21.8482245132327,9.21,65.99,4.87,"Light_CO2",0.7,62,78,"Culex quinquefasciatus",18,0.908061755312637
"Barcelona","Site_9",2024-02-01,"Spain",9,2,"Winter",2,65.1345539504662,47.6878118999302,17.04,73.37,7.15,"HumanOdor_CO2",0.7,51,74,"Aedes albopictus",6,1.27628722074675
"Barcelona","Site_9",2024-02-01,"Spain",9,2,"Winter",2,65.1345539504662,47.6878118999302,17.04,73.37,7.15,"HumanOdor_CO2",0.7,46,57,"Culex pipiens",28,1.27628722074675
"Barcelona","Site_9",2024-02-01,"Spain",9,2,"Winter",2,65.1345539504662,47.6878118999302,17.04,73.37,7.15,"HumanOdor_CO2",0.7,32,82,"Anopheles gambiae",25,1.27628722074675
"Barcelona","Site_9",2024-02-01,"Spain",9,2,"Winter",2,65.1345539504662,47.6878118999302,17.04,73.37,7.15,"HumanOdor_CO2",0.7,44,58,"Aedes aegypti",21,1.27628722074675
"Rabat","Site_9",2024-02-01,"Morocco",9,2,"Winter",3,99.6563104187138,13.669254090637,19.4,68.51,2.56,"HumanOdor_CO2",0.7,53,89,"Aedes albopictus",66,1.0217618059141
"Rabat","Site_9",2024-02-01,"Morocco",9,2,"Winter",3,99.6563104187138,13.669254090637,19.4,68.51,2.56,"HumanOdor_CO2",0.7,59,74,"Anopheles gambiae",43,1.0217618059141
"Rabat","Site_9",2024-02-01,"Morocco",9,2,"Winter",3,99.6563104187138,13.669254090637,19.4,68.51,2.56,"HumanOdor_CO2",0.7,57,65,"Culex quinquefasciatus",24,1.0217618059141
"Casablanca","Site_9",2024-02-01,"Morocco",9,2,"Winter",2,61.328964060056,31.2168812789023,20.14,64.89,6.07,"Light_CO2",0.7,40,88,"Aedes aegypti",23,1.02017455571341
"Casablanca","Site_9",2024-02-01,"Morocco",9,2,"Winter",2,61.328964060056,31.2168812789023,20.14,64.89,6.07,"Light_CO2",0.7,56,60,"Anopheles gambiae",36,1.02017455571341
"Casablanca","Site_9",2024-02-01,"Morocco",9,2,"Winter",2,61.328964060056,31.2168812789023,20.14,64.89,6.07,"Light_CO2",0.7,37,76,"Culex pipiens",13,1.02017455571341
"Utrecht","Site_1",2024-03-01,"Netherlands",1,3,"Spring",2,47.3874648932135,13.7313442230225,15.25,65.97,5.96,"HumanOdor_CO2",1,45,84,"Culex quinquefasciatus",1,1.314560973438
"Utrecht","Site_1",2024-03-01,"Netherlands",1,3,"Spring",2,47.3874648932135,13.7313442230225,15.25,65.97,5.96,"HumanOdor_CO2",1,50,72,"Aedes aegypti",13,1.314560973438
"Utrecht","Site_1",2024-03-01,"Netherlands",1,3,"Spring",2,47.3874648932135,13.7313442230225,15.25,65.97,5.96,"HumanOdor_CO2",1,49,72,"Anopheles gambiae",3,1.314560973438
"Utrecht","Site_1",2024-03-01,"Netherlands",1,3,"Spring",2,47.3874648932135,13.7313442230225,15.25,65.97,5.96,"HumanOdor_CO2",1,58,83,"Culex pipiens",12,1.314560973438
"Utrecht","Site_1",2024-03-01,"Netherlands",1,3,"Spring",2,47.3874648932135,13.7313442230225,15.25,65.97,5.96,"HumanOdor_CO2",1,41,68,"Aedes albopictus",4,1.314560973438
"Nijmegen","Site_1",2024-03-01,"Netherlands",1,3,"Spring",2,63.7467530903639,12.4224663116038,13.47,81.05,2.13,"HumanOdor_CO2",1,48,82,"Culex quinquefasciatus",5,1.37985340903998
"Nijmegen","Site_1",2024-03-01,"Netherlands",1,3,"Spring",2,63.7467530903639,12.4224663116038,13.47,81.05,2.13,"HumanOdor_CO2",1,45,71,"Aedes aegypti",15,1.37985340903998
"Nijmegen","Site_1",2024-03-01,"Netherlands",1,3,"Spring",2,63.7467530903639,12.4224663116038,13.47,81.05,2.13,"HumanOdor_CO2",1,44,63,"Culex pipiens",17,1.37985340903998
"Nijmegen","Site_1",2024-03-01,"Netherlands",1,3,"Spring",2,63.7467530903639,12.4224663116038,13.47,81.05,2.13,"HumanOdor_CO2",1,48,85,"Aedes albopictus",50,1.37985340903998
"Nijmegen","Site_1",2024-03-01,"Netherlands",1,3,"Spring",2,63.7467530903639,12.4224663116038,13.47,81.05,2.13,"HumanOdor_CO2",1,43,71,"Anopheles gambiae",20,1.37985340903998
"Montpellier","Site_1",2024-03-01,"France",1,3,"Spring",1,15.7145937142661,35.0776403173804,17.57,73.4,2.44,"Light_CO2",1,32,64,"Culex pipiens",2,0.568423587821832
"Montpellier","Site_1",2024-03-01,"France",1,3,"Spring",1,15.7145937142661,35.0776403173804,17.57,73.4,2.44,"Light_CO2",1,33,52,"Aedes aegypti",5,0.568423587821832
"Montpellier","Site_1",2024-03-01,"France",1,3,"Spring",1,15.7145937142661,35.0776403173804,17.57,73.4,2.44,"Light_CO2",1,42,61,"Anopheles gambiae",33,0.568423587821832
"Barcelona","Site_1",2024-03-01,"Spain",1,3,"Spring",3,87.939637874579,49.0502100177109,15.3,72.82,4.9,"HumanOdor_CO2",1,62,82,"Anopheles gambiae",52,1.2858877748294
"Barcelona","Site_1",2024-03-01,"Spain",1,3,"Spring",3,87.939637874579,49.0502100177109,15.3,72.82,4.9,"HumanOdor_CO2",1,56,70,"Aedes albopictus",51,1.2858877748294
"Barcelona","Site_1",2024-03-01,"Spain",1,3,"Spring",3,87.939637874579,49.0502100177109,15.3,72.82,4.9,"HumanOdor_CO2",1,63,85,"Aedes aegypti",52,1.2858877748294
"Barcelona","Site_1",2024-03-01,"Spain",1,3,"Spring",3,87.939637874579,49.0502100177109,15.3,72.82,4.9,"HumanOdor_CO2",1,62,81,"Culex quinquefasciatus",13,1.2858877748294
"Rabat","Site_1",2024-03-01,"Morocco",1,3,"Spring",1,18.1241828420665,24.8975858874619,19.13,64.29,3.48,"HumanOdor_CO2",1,43,66,"Aedes albopictus",1,0.325082953391449
"Rabat","Site_1",2024-03-01,"Morocco",1,3,"Spring",1,18.1241828420665,24.8975858874619,19.13,64.29,3.48,"HumanOdor_CO2",1,35,51,"Aedes aegypti",9,0.325082953391449
"Casablanca","Site_1",2024-03-01,"Morocco",1,3,"Spring",1,6.5326159066055,39.1291338540614,19.64,75.61,2.04,"HumanOdor_CO2",1,37,51,"Aedes aegypti",5,0.900256021268538
"Casablanca","Site_1",2024-03-01,"Morocco",1,3,"Spring",1,6.5326159066055,39.1291338540614,19.64,75.61,2.04,"HumanOdor_CO2",1,31,66,"Anopheles gambiae",2,0.900256021268538
"Casablanca","Site_1",2024-03-01,"Morocco",1,3,"Spring",1,6.5326159066055,39.1291338540614,19.64,75.61,2.04,"HumanOdor_CO2",1,32,59,"Culex pipiens",1,0.900256021268538
"Utrecht","Site_2",2024-03-01,"Netherlands",2,3,"Spring",2,62.2429720137734,29.567021343857,14.87,80.38,3.66,"Light_CO2",1,38,84,"Anopheles gambiae",10,1.20314554631379
"Utrecht","Site_2",2024-03-01,"Netherlands",2,3,"Spring",2,62.2429720137734,29.567021343857,14.87,80.38,3.66,"Light_CO2",1,51,64,"Culex quinquefasciatus",4,1.20314554631379
"Utrecht","Site_2",2024-03-01,"Netherlands",2,3,"Spring",2,62.2429720137734,29.567021343857,14.87,80.38,3.66,"Light_CO2",1,40,89,"Culex pipiens",27,1.20314554631379
"Utrecht","Site_2",2024-03-01,"Netherlands",2,3,"Spring",2,62.2429720137734,29.567021343857,14.87,80.38,3.66,"Light_CO2",1,52,63,"Aedes albopictus",17,1.20314554631379
"Nijmegen","Site_2",2024-03-01,"Netherlands",2,3,"Spring",2,50.0415690915193,48.3651056289673,14.73,74.52,3.41,"HumanOdor_CO2",1,43,64,"Culex pipiens",10,1.33764365518034
"Nijmegen","Site_2",2024-03-01,"Netherlands",2,3,"Spring",2,50.0415690915193,48.3651056289673,14.73,74.52,3.41,"HumanOdor_CO2",1,40,62,"Anopheles gambiae",12,1.33764365518034
"Nijmegen","Site_2",2024-03-01,"Netherlands",2,3,"Spring",2,50.0415690915193,48.3651056289673,14.73,74.52,3.41,"HumanOdor_CO2",1,39,64,"Aedes albopictus",12,1.33764365518034
"Nijmegen","Site_2",2024-03-01,"Netherlands",2,3,"Spring",2,50.0415690915193,48.3651056289673,14.73,74.52,3.41,"HumanOdor_CO2",1,41,58,"Culex quinquefasciatus",5,1.33764365518034
"Montpellier","Site_2",2024-03-01,"France",2,3,"Spring",3,94.0498293553945,40.2523443624377,12.49,70.7,5.86,"HumanOdor_CO2",1,45,99,"Aedes aegypti",9,0.892674569007017
"Montpellier","Site_2",2024-03-01,"France",2,3,"Spring",3,94.0498293553945,40.2523443624377,12.49,70.7,5.86,"HumanOdor_CO2",1,61,89,"Culex pipiens",62,0.892674569007017
"Montpellier","Site_2",2024-03-01,"France",2,3,"Spring",3,94.0498293553945,40.2523443624377,12.49,70.7,5.86,"HumanOdor_CO2",1,58,76,"Anopheles gambiae",37,0.892674569007017
"Barcelona","Site_2",2024-03-01,"Spain",2,3,"Spring",2,44.1020547127118,27.5314441844821,16.58,75.95,5.8,"Light_CO2",1,45,67,"Culex pipiens",18,0.551079908086973
"Barcelona","Site_2",2024-03-01,"Spain",2,3,"Spring",2,44.1020547127118,27.5314441844821,16.58,75.95,5.8,"Light_CO2",1,45,54,"Aedes aegypti",57,0.551079908086973
"Rabat","Site_2",2024-03-01,"Morocco",2,3,"Spring",2,49.3297857856611,30.6379405334592,20.64,71.64,4.55,"HumanOdor_CO2",1,65,65,"Aedes aegypti",18,0.682908084700472
"Rabat","Site_2",2024-03-01,"Morocco",2,3,"Spring",2,49.3297857856611,30.6379405334592,20.64,71.64,4.55,"HumanOdor_CO2",1,65,79,"Aedes albopictus",24,0.682908084700472
"Casablanca","Site_2",2024-03-01,"Morocco",2,3,"Spring",2,45.1876696810825,14.6665507331491,22.67,65.43,2.19,"HumanOdor_CO2",1,43,55,"Aedes aegypti",8,1.14327718040398
"Casablanca","Site_2",2024-03-01,"Morocco",2,3,"Spring",2,45.1876696810825,14.6665507331491,22.67,65.43,2.19,"HumanOdor_CO2",1,59,79,"Anopheles gambiae",26,1.14327718040398
"Casablanca","Site_2",2024-03-01,"Morocco",2,3,"Spring",2,45.1876696810825,14.6665507331491,22.67,65.43,2.19,"HumanOdor_CO2",1,31,85,"Culex quinquefasciatus",8,1.14327718040398
"Casablanca","Site_2",2024-03-01,"Morocco",2,3,"Spring",2,45.1876696810825,14.6665507331491,22.67,65.43,2.19,"HumanOdor_CO2",1,33,57,"Aedes albopictus",4,1.14327718040398
"Utrecht","Site_3",2024-03-01,"Netherlands",3,3,"Spring",3,87.9494330610149,15.4180500209332,17.09,67.75,4.19,"Light_CO2",1,52,67,"Anopheles gambiae",12,0.950881672182006
"Utrecht","Site_3",2024-03-01,"Netherlands",3,3,"Spring",3,87.9494330610149,15.4180500209332,17.09,67.75,4.19,"Light_CO2",1,53,71,"Aedes aegypti",8,0.950881672182006
"Utrecht","Site_3",2024-03-01,"Netherlands",3,3,"Spring",3,87.9494330610149,15.4180500209332,17.09,67.75,4.19,"Light_CO2",1,50,63,"Culex pipiens",29,0.950881672182006
"Nijmegen","Site_3",2024-03-01,"Netherlands",3,3,"Spring",2,57.9952863443876,5.1249557249248,13.8,80.57,4.46,"HumanOdor_CO2",1,35,61,"Anopheles gambiae",4,0.964260749468741
"Nijmegen","Site_3",2024-03-01,"Netherlands",3,3,"Spring",2,57.9952863443876,5.1249557249248,13.8,80.57,4.46,"HumanOdor_CO2",1,47,76,"Culex quinquefasciatus",9,0.964260749468741
"Nijmegen","Site_3",2024-03-01,"Netherlands",3,3,"Spring",2,57.9952863443876,5.1249557249248,13.8,80.57,4.46,"HumanOdor_CO2",1,35,76,"Culex pipiens",8,0.964260749468741
"Nijmegen","Site_3",2024-03-01,"Netherlands",3,3,"Spring",2,57.9952863443876,5.1249557249248,13.8,80.57,4.46,"HumanOdor_CO2",1,47,96,"Aedes albopictus",4,0.964260749468741
"Nijmegen","Site_3",2024-03-01,"Netherlands",3,3,"Spring",2,57.9952863443876,5.1249557249248,13.8,80.57,4.46,"HumanOdor_CO2",1,51,78,"Aedes aegypti",64,0.964260749468741
"Montpellier","Site_3",2024-03-01,"France",3,3,"Spring",2,52.1466950166738,29.0279046297073,16.07,73.92,5.53,"HumanOdor_CO2",1,32,70,"Aedes albopictus",2,1.03081926777366
"Montpellier","Site_3",2024-03-01,"France",3,3,"Spring",2,52.1466950166738,29.0279046297073,16.07,73.92,5.53,"HumanOdor_CO2",1,52,63,"Culex quinquefasciatus",22,1.03081926777366
"Montpellier","Site_3",2024-03-01,"France",3,3,"Spring",2,52.1466950166738,29.0279046297073,16.07,73.92,5.53,"HumanOdor_CO2",1,47,73,"Culex pipiens",21,1.03081926777366
"Montpellier","Site_3",2024-03-01,"France",3,3,"Spring",2,52.1466950166738,29.0279046297073,16.07,73.92,5.53,"HumanOdor_CO2",1,49,82,"Anopheles gambiae",63,1.03081926777366
"Barcelona","Site_3",2024-03-01,"Spain",3,3,"Spring",2,65.9601906681899,14.593072745949,18.57,68.49,5.77,"Light_CO2",1,33,65,"Aedes albopictus",4,0.673011647009257
"Barcelona","Site_3",2024-03-01,"Spain",3,3,"Spring",2,65.9601906681899,14.593072745949,18.57,68.49,5.77,"Light_CO2",1,40,81,"Anopheles gambiae",6,0.673011647009257
"Rabat","Site_3",2024-03-01,"Morocco",3,3,"Spring",2,52.5078640930122,2.15755189582705,18.43,62.99,2.9,"Light_CO2",1,49,66,"Culex pipiens",12,0.94334836232904
"Rabat","Site_3",2024-03-01,"Morocco",3,3,"Spring",2,52.5078640930122,2.15755189582705,18.43,62.99,2.9,"Light_CO2",1,40,62,"Anopheles gambiae",15,0.94334836232904
"Rabat","Site_3",2024-03-01,"Morocco",3,3,"Spring",2,52.5078640930122,2.15755189582705,18.43,62.99,2.9,"Light_CO2",1,41,73,"Culex quinquefasciatus",3,0.94334836232904
"Casablanca","Site_3",2024-03-01,"Morocco",3,3,"Spring",1,9.99662849649321,30.29679409042,20.66,64.7,4.78,"HumanOdor_CO2",1,38,53,"Culex pipiens",7,1.06011890593984
"Casablanca","Site_3",2024-03-01,"Morocco",3,3,"Spring",1,9.99662849649321,30.29679409042,20.66,64.7,4.78,"HumanOdor_CO2",1,41,71,"Anopheles gambiae",8,1.06011890593984
"Casablanca","Site_3",2024-03-01,"Morocco",3,3,"Spring",1,9.99662849649321,30.29679409042,20.66,64.7,4.78,"HumanOdor_CO2",1,37,71,"Culex quinquefasciatus",4,1.06011890593984
"Utrecht","Site_4",2024-03-01,"Netherlands",4,3,"Spring",3,91.058882936649,26.9624559096992,14.38,70.01,2.09,"Light_CO2",1,47,74,"Aedes aegypti",17,1.46210169206336
"Utrecht","Site_4",2024-03-01,"Netherlands",4,3,"Spring",3,91.058882936649,26.9624559096992,14.38,70.01,2.09,"Light_CO2",1,52,79,"Anopheles gambiae",8,1.46210169206336
"Utrecht","Site_4",2024-03-01,"Netherlands",4,3,"Spring",3,91.058882936649,26.9624559096992,14.38,70.01,2.09,"Light_CO2",1,67,89,"Culex quinquefasciatus",10,1.46210169206336
"Utrecht","Site_4",2024-03-01,"Netherlands",4,3,"Spring",3,91.058882936649,26.9624559096992,14.38,70.01,2.09,"Light_CO2",1,49,82,"Aedes albopictus",2,1.46210169206336
"Utrecht","Site_4",2024-03-01,"Netherlands",4,3,"Spring",3,91.058882936649,26.9624559096992,14.38,70.01,2.09,"Light_CO2",1,50,69,"Culex pipiens",10,1.46210169206336
"Nijmegen","Site_4",2024-03-01,"Netherlands",4,3,"Spring",3,76.8760357362218,42.5424672700465,15.73,63.92,5.6,"Light_CO2",1,46,90,"Culex pipiens",22,1.26273597130846
"Nijmegen","Site_4",2024-03-01,"Netherlands",4,3,"Spring",3,76.8760357362218,42.5424672700465,15.73,63.92,5.6,"Light_CO2",1,39,75,"Culex quinquefasciatus",11,1.26273597130846
