Country,City,Location/Site,Sampling_date,Trap_type,Green_level,Green_area_coverage,Blue_area_coverage,Temperature_2m,Relative_humidity,Wind_speed_10m,Mosquito_species,Mosquito_abundance,Biodiversity_index
France,Montpellier,8,2026-02-08,HumanOdor_CO2,1,21.5,47.17,21.52,69.66,0.77,Culex quinquefasciatus,2,1.07
Netherlands,Nijmegen,6,2025-10-11,HumanOdor_CO2,1,19.0,28.52,27.46,82.43,5.17,Culex quinquefasciatus,3,0.67
France,Montpellier,1,2025-08-12,HumanOdor_CO2,1,25.77,41.14,23.84,75.31,0.06,Aedes albopictus,7,1.05
Spain,Barcelona,4,2025-03-15,Light_CO2,1,25.66,55.74,22.49,77.48,7.33,Aedes albopictus,2,1.52
France,Montpellier,3,2025-04-14,HumanOdor_CO2,1,28.87,38.01,20.88,75.34,2.5,Aedes aegypti,3,1.84
Netherlands,Nijmegen,7,2025-11-10,HumanOdor_CO2,2,43.07,39.13,22.14,78.05,5.82,Anopheles gambiae,8,2.38
Netherlands,Utrecht,6,2025-11-10,HumanOdor_CO2,3,70.8,17.25,30.49,95.54,5.77,Culex quinquefasciatus,20,1.63
France,Montpellier,6,2025-11-10,HumanOdor_CO2,2,46.18,29.24,25.85,66.78,6.81,Anopheles gambiae,13,2.44
Netherlands,Utrecht,6,2026-01-09,HumanOdor_CO2,3,70.8,17.25,21.47,74.93,7.28,Anopheles gambiae,7,1.31
Netherlands,Utrecht,2,2025-09-11,Light_CO2,1,29.98,42.65,23.71,68.31,1.97,Culex pipiens,6,2.45
Spain,Barcelona,1,2026-02-08,HumanOdor_CO2,1,24.35,42.69,24.67,74.0,3.69,Anopheles gambiae,3,0.59
Spain,Barcelona,1,2025-04-14,Light_CO2,1,24.35,42.69,23.51,75.46,7.99,Aedes aegypti,2,1.08
Netherlands,Nijmegen,6,2025-09-11,Light_CO2,1,19.0,28.52,21.97,76.43,2.69,Aedes aegypti,1,2.22
Spain,Barcelona,9,2025-12-10,HumanOdor_CO2,1,22.5,47.58,24.91,72.8,0.25,Culex pipiens,2,0.55
Netherlands,Utrecht,5,2025-07-13,HumanOdor_CO2,3,68.72,23.91,24.13,78.99,2.22,Culex pipiens,16,0.82
Netherlands,Nijmegen,4,2025-10-11,HumanOdor_CO2,3,77.09,28.93,26.75,91.02,2.18,Culex quinquefasciatus,27,0.59
Netherlands,Nijmegen,1,2025-04-14,Light_CO2,4,100.0,0.0,25.65,100.94,6.26,Aedes aegypti,54,1.01
Netherlands,Nijmegen,1,2025-06-13,Light_CO2,4,100.0,0.0,23.94,90.04,6.01,Aedes albopictus,36,1.23
Netherlands,Nijmegen,5,2025-04-14,HumanOdor_CO2,4,100.0,7.91,24.28,103.54,3.04,Anopheles gambiae,40,0.53
Netherlands,Nijmegen,5,2026-02-08,Light_CO2,4,100.0,7.91,21.82,82.64,5.96,Culex pipiens,38,0.62
Netherlands,Nijmegen,4,2025-11-10,Light_CO2,3,77.09,28.93,22.95,89.58,7.75,Culex quinquefasciatus,20,1.51
Netherlands,Nijmegen,7,2025-09-11,HumanOdor_CO2,2,43.07,39.13,21.23,68.13,6.42,Anopheles gambiae,8,0.8
France,Montpellier,5,2026-02-08,Light_CO2,2,57.07,28.25,26.78,88.43,3.84,Aedes albopictus,7,0.93
Netherlands,Utrecht,6,2025-03-15,HumanOdor_CO2,3,70.8,17.25,29.62,86.27,5.16,Aedes albopictus,28,1.94
Spain,Barcelona,2,2026-02-08,Light_CO2,3,78.39,14.41,26.27,72.22,3.39,Aedes aegypti,18,1.52
Spain,Barcelona,5,2026-01-09,HumanOdor_CO2,1,22.9,29.84,28.77,81.16,6.31,Culex quinquefasciatus,2,1.62
Netherlands,Utrecht,6,2025-06-13,Light_CO2,3,70.8,17.25,22.75,81.68,1.86,Aedes albopictus,24,1.55
France,Montpellier,9,2025-04-14,Light_CO2,4,92.86,16.14,25.36,75.69,3.27,Culex pipiens,43,0.96
Netherlands,Utrecht,8,2025-09-11,Light_CO2,1,29.37,29.21,23.36,76.11,2.03,Aedes aegypti,1,0.95
Netherlands,Utrecht,3,2026-02-08,HumanOdor_CO2,3,81.2,25.86,28.78,69.93,7.98,Aedes albopictus,26,1.1
Netherlands,Nijmegen,2,2026-01-09,Light_CO2,3,70.36,27.8,28.55,90.4,5.15,Culex pipiens,18,2.11
Netherlands,Nijmegen,7,2025-04-14,HumanOdor_CO2,2,43.07,39.13,23.67,83.28,5.59,Aedes albopictus,13,0.84
Spain,Barcelona,4,2025-12-10,HumanOdor_CO2,1,25.66,55.74,24.27,75.55,0.96,Culex pipiens,4,0.53
Netherlands,Utrecht,3,2025-03-15,HumanOdor_CO2,3,81.2,25.86,28.68,92.38,6.32,Aedes aegypti,20,2.01
Netherlands,Nijmegen,1,2026-02-08,HumanOdor_CO2,4,100.0,0.0,23.74,71.29,4.91,Culex quinquefasciatus,33,0.74
Netherlands,Utrecht,7,2025-09-11,HumanOdor_CO2,4,99.0,14.24,23.9,77.91,2.34,Culex quinquefasciatus,40,1.89
Netherlands,Nijmegen,8,2025-08-12,HumanOdor_CO2,1,23.65,38.02,22.56,57.36,6.33,Aedes aegypti,5,1.96
Netherlands,Nijmegen,3,2025-12-10,HumanOdor_CO2,4,96.11,0.16,22.5,96.56,2.15,Anopheles gambiae,44,1.53
Netherlands,Utrecht,1,2025-10-11,HumanOdor_CO2,1,28.09,34.84,26.57,79.85,0.58,Culex quinquefasciatus,1,2.25
Netherlands,Utrecht,8,2025-11-10,Light_CO2,1,29.37,29.21,22.64,84.32,5.34,Anopheles gambiae,4,0.68
Netherlands,Nijmegen,6,2025-04-14,Light_CO2,1,19.0,28.52,24.0,75.1,6.02,Aedes albopictus,9,2.04
Spain,Barcelona,5,2025-12-10,HumanOdor_CO2,1,22.9,29.84,24.02,76.73,3.33,Anopheles gambiae,0,1.34
Netherlands,Utrecht,6,2025-09-11,HumanOdor_CO2,3,70.8,17.25,24.03,78.0,0.34,Culex pipiens,28,0.55
Netherlands,Utrecht,4,2025-05-14,Light_CO2,1,17.0,53.86,31.1,81.18,0.19,Culex quinquefasciatus,6,2.14
Spain,Barcelona,8,2025-06-13,HumanOdor_CO2,3,66.88,15.38,27.09,65.71,7.06,Aedes albopictus,42,1.87
Netherlands,Utrecht,6,2025-07-13,Light_CO2,3,70.8,17.25,26.44,85.48,1.73,Anopheles gambiae,18,0.94
Netherlands,Utrecht,5,2025-08-12,HumanOdor_CO2,3,68.72,23.91,23.51,76.73,3.5,Culex pipiens,12,0.94
Spain,Barcelona,1,2025-07-13,Light_CO2,1,24.35,42.69,21.61,77.26,1.99,Culex quinquefasciatus,5,1.48
France,Montpellier,1,2026-01-09,HumanOdor_CO2,1,25.77,41.14,22.68,87.23,0.68,Aedes aegypti,2,0.52
Netherlands,Nijmegen,3,2025-12-10,HumanOdor_CO2,4,96.11,0.16,22.5,96.56,2.15,Aedes albopictus,51,1.53
Netherlands,Nijmegen,6,2025-12-10,Light_CO2,1,19.0,28.52,26.77,85.27,5.2,Culex quinquefasciatus,2,1.14
Spain,Barcelona,2,2025-03-15,Light_CO2,3,78.39,14.41,19.91,69.85,1.11,Culex pipiens,22,1.55
Spain,Barcelona,7,2025-12-10,HumanOdor_CO2,3,70.08,19.22,22.9,93.07,3.56,Culex quinquefasciatus,13,2.14
France,Montpellier,2,2025-11-10,Light_CO2,2,51.25,33.14,29.33,69.99,7.14,Culex pipiens,10,1.64
Spain,Barcelona,1,2025-12-10,HumanOdor_CO2,1,24.35,42.69,23.61,75.8,4.43,Culex quinquefasciatus,3,1.25
Spain,Barcelona,5,2025-10-11,HumanOdor_CO2,1,22.9,29.84,26.12,77.13,5.12,Culex pipiens,5,1.91
Spain,Barcelona,8,2025-11-10,HumanOdor_CO2,3,66.88,15.38,22.03,81.15,0.4,Culex quinquefasciatus,19,1.58
Netherlands,Nijmegen,3,2025-07-13,HumanOdor_CO2,4,96.11,0.16,23.16,82.23,1.55,Aedes albopictus,65,2.03
Netherlands,Nijmegen,1,2025-09-11,HumanOdor_CO2,4,100.0,0.0,26.37,82.46,6.13,Anopheles gambiae,25,1.79
Spain,Barcelona,7,2025-03-15,Light_CO2,3,70.08,19.22,23.3,76.31,4.88,Anopheles gambiae,18,0.5
Spain,Barcelona,4,2025-05-14,Light_CO2,1,25.66,55.74,22.4,89.14,4.22,Aedes aegypti,9,2.21
Spain,Barcelona,3,2025-04-14,HumanOdor_CO2,4,94.45,16.13,29.37,88.99,4.5,Culex quinquefasciatus,29,2.49
France,Montpellier,6,2025-08-12,HumanOdor_CO2,2,46.18,29.24,24.41,78.19,4.28,Culex pipiens,7,1.49
Netherlands,Nijmegen,7,2025-03-15,HumanOdor_CO2,2,43.07,39.13,22.82,81.65,0.36,Culex quinquefasciatus,5,0.85
France,Montpellier,7,2025-05-14,Light_CO2,3,76.92,19.01,25.55,81.06,6.95,Culex quinquefasciatus,23,1.3
France,Montpellier,6,2025-03-15,HumanOdor_CO2,2,46.18,29.24,23.89,63.49,7.91,Aedes albopictus,11,1.23
Netherlands,Nijmegen,8,2025-06-13,HumanOdor_CO2,1,23.65,38.02,25.01,75.95,3.54,Culex pipiens,0,1.71
Netherlands,Nijmegen,9,2025-09-11,HumanOdor_CO2,2,55.84,34.12,24.27,85.15,2.9,Aedes albopictus,15,1.57
Netherlands,Nijmegen,2,2025-05-14,Light_CO2,3,70.36,27.8,24.78,85.12,5.14,Culex pipiens,23,1.59
France,Montpellier,3,2025-12-10,HumanOdor_CO2,1,28.87,38.01,28.33,81.92,4.84,Aedes albopictus,3,1.0
France,Montpellier,5,2026-01-09,HumanOdor_CO2,2,57.07,28.25,24.46,81.28,4.54,Culex quinquefasciatus,13,0.85
Netherlands,Utrecht,7,2025-04-14,Light_CO2,4,99.0,14.24,27.12,73.91,7.38,Aedes albopictus,43,1.9
Spain,Barcelona,6,2025-07-13,HumanOdor_CO2,4,97.72,18.77,23.17,80.88,3.53,Aedes aegypti,42,0.56
France,Montpellier,2,2025-10-11,Light_CO2,2,51.25,33.14,20.87,62.07,3.04,Aedes aegypti,14,2.38
Netherlands,Nijmegen,7,2025-11-10,HumanOdor_CO2,2,43.07,39.13,22.14,78.05,5.82,Aedes aegypti,15,2.38
Spain,Barcelona,5,2025-11-10,HumanOdor_CO2,1,22.9,29.84,26.23,75.65,4.08,Aedes aegypti,13,2.25
Netherlands,Nijmegen,1,2025-11-10,HumanOdor_CO2,4,100.0,0.0,22.59,96.84,7.84,Aedes aegypti,36,1.92
Spain,Barcelona,9,2025-05-14,HumanOdor_CO2,1,22.5,47.58,21.62,88.35,6.46,Anopheles gambiae,6,2.24
Spain,Barcelona,7,2025-07-13,Light_CO2,3,70.08,19.22,21.47,62.32,6.54,Aedes albopictus,31,1.32
Netherlands,Nijmegen,5,2025-08-12,HumanOdor_CO2,4,100.0,7.91,19.48,77.83,6.19,Culex pipiens,29,1.09
Spain,Barcelona,1,2025-03-15,Light_CO2,1,24.35,42.69,26.01,90.77,4.73,Anopheles gambiae,5,1.33
France,Montpellier,8,2026-02-08,HumanOdor_CO2,1,21.5,47.17,21.52,69.66,0.77,Aedes aegypti,3,1.07
France,Montpellier,9,2025-10-11,HumanOdor_CO2,4,92.86,16.14,28.8,78.42,7.04,Aedes aegypti,59,1.61
Netherlands,Nijmegen,4,2025-12-10,HumanOdor_CO2,3,77.09,28.93,22.74,81.58,2.49,Aedes albopictus,33,1.29
Netherlands,Nijmegen,9,2025-09-11,HumanOdor_CO2,2,55.84,34.12,24.27,85.15,2.9,Aedes aegypti,7,1.57
Netherlands,Utrecht,6,2025-06-13,Light_CO2,3,70.8,17.25,22.75,81.68,1.86,Aedes aegypti,16,1.55
Spain,Barcelona,2,2025-06-13,Light_CO2,3,78.39,14.41,21.55,68.42,6.68,Anopheles gambiae,15,1.91
Spain,Barcelona,3,2025-08-12,HumanOdor_CO2,4,94.45,16.13,27.49,80.43,2.39,Anopheles gambiae,28,0.78
France,Montpellier,2,2025-10-11,Light_CO2,2,51.25,33.14,20.87,62.07,3.04,Culex pipiens,13,2.38
Netherlands,Nijmegen,4,2026-01-09,HumanOdor_CO2,3,77.09,28.93,19.27,91.39,5.75,Culex pipiens,23,1.14
Spain,Barcelona,3,2025-09-11,HumanOdor_CO2,4,94.45,16.13,23.49,89.78,2.6,Aedes albopictus,51,0.96
Netherlands,Utrecht,6,2025-11-10,HumanOdor_CO2,3,70.8,17.25,30.49,95.54,5.77,Aedes aegypti,19,1.63
Netherlands,Utrecht,7,2025-10-11,Light_CO2,4,99.0,14.24,21.47,98.3,0.21,Aedes aegypti,54,0.58
Netherlands,Nijmegen,1,2025-11-10,HumanOdor_CO2,4,100.0,0.0,22.59,96.84,7.84,Culex quinquefasciatus,33,1.92
Spain,Barcelona,1,2025-09-11,HumanOdor_CO2,1,24.35,42.69,25.23,71.35,6.81,Aedes albopictus,6,2.04
Netherlands,Utrecht,5,2026-01-09,Light_CO2,3,68.72,23.91,28.59,79.26,6.52,Anopheles gambiae,18,1.86
Netherlands,Nijmegen,6,2025-08-12,HumanOdor_CO2,1,19.0,28.52,23.42,59.26,2.85,Aedes albopictus,5,1.16
Netherlands,Nijmegen,9,2025-12-10,HumanOdor_CO2,2,55.84,34.12,27.5,103.79,4.56,Aedes aegypti,9,2.42
France,Montpellier,1,2025-12-10,Light_CO2,1,25.77,41.14,22.37,63.48,0.16,Aedes albopictus,5,0.84
Netherlands,Utrecht,3,2025-07-13,Light_CO2,3,81.2,25.86,25.5,82.59,0.58,Culex pipiens,29,2.08
France,Montpellier,7,2025-08-12,Light_CO2,3,76.92,19.01,20.74,79.16,7.54,Anopheles gambiae,14,2.22
Netherlands,Utrecht,1,2025-03-15,Light_CO2,1,28.09,34.84,23.28,78.56,1.2,Anopheles gambiae,2,1.77
Netherlands,Nijmegen,1,2025-10-11,HumanOdor_CO2,4,100.0,0.0,21.01,77.77,7.42,Culex pipiens,33,2.23
France,Montpellier,5,2025-04-14,Light_CO2,2,57.07,28.25,25.34,82.1,6.14,Culex pipiens,9,1.49
Netherlands,Utrecht,6,2025-10-11,HumanOdor_CO2,3,70.8,17.25,24.54,81.25,2.6,Culex quinquefasciatus,22,0.96
Netherlands,Nijmegen,5,2025-12-10,Light_CO2,4,100.0,7.91,23.78,93.49,3.87,Culex quinquefasciatus,41,0.96
Netherlands,Utrecht,5,2025-08-12,HumanOdor_CO2,3,68.72,23.91,23.51,76.73,3.5,Aedes albopictus,20,0.94
Netherlands,Utrecht,7,2025-06-13,Light_CO2,4,99.0,14.24,21.14,97.12,1.79,Culex pipiens,26,0.88
Netherlands,Nijmegen,9,2025-07-13,Light_CO2,2,55.84,34.12,22.7,74.32,5.93,Culex pipiens,4,1.22
Netherlands,Utrecht,8,2025-06-13,HumanOdor_CO2,1,29.37,29.21,23.59,85.01,0.99,Culex quinquefasciatus,4,2.32
Netherlands,Utrecht,5,2025-09-11,HumanOdor_CO2,3,68.72,23.91,19.59,66.3,7.47,Culex pipiens,13,1.2
Netherlands,Utrecht,5,2025-03-15,Light_CO2,3,68.72,23.91,27.81,82.85,0.83,Culex quinquefasciatus,27,2.12
France,Montpellier,5,2025-07-13,Light_CO2,2,57.07,28.25,25.6,70.75,6.55,Aedes aegypti,7,1.63
Netherlands,Nijmegen,3,2025-08-12,HumanOdor_CO2,4,96.11,0.16,22.94,83.54,2.68,Culex pipiens,49,1.56
Netherlands,Nijmegen,9,2025-05-14,HumanOdor_CO2,2,55.84,34.12,24.55,66.0,1.73,Culex quinquefasciatus,13,0.61
France,Montpellier,6,2025-10-11,Light_CO2,2,46.18,29.24,25.2,69.68,1.27,Aedes aegypti,10,0.8
Netherlands,Nijmegen,2,2025-04-14,HumanOdor_CO2,3,70.36,27.8,25.84,77.85,3.72,Anopheles gambiae,7,1.47
Netherlands,Utrecht,7,2026-02-08,Light_CO2,4,99.0,14.24,22.45,87.86,4.12,Aedes albopictus,48,0.66
Netherlands,Utrecht,5,2025-09-11,HumanOdor_CO2,3,68.72,23.91,19.59,66.3,7.47,Aedes aegypti,12,1.2
Spain,Barcelona,3,2025-11-10,Light_CO2,4,94.45,16.13,24.13,85.72,6.13,Anopheles gambiae,30,0.94
Netherlands,Utrecht,5,2025-05-14,Light_CO2,3,68.72,23.91,21.39,89.01,1.95,Aedes albopictus,26,0.7
Netherlands,Utrecht,7,2026-01-09,Light_CO2,4,99.0,14.24,19.08,63.97,4.55,Aedes aegypti,44,1.23
France,Montpellier,6,2026-01-09,Light_CO2,2,46.18,29.24,21.72,66.46,2.76,Aedes aegypti,5,1.9
Spain,Barcelona,3,2025-09-11,HumanOdor_CO2,4,94.45,16.13,23.49,89.78,2.6,Culex pipiens,47,0.96
Netherlands,Utrecht,6,2025-05-14,HumanOdor_CO2,3,70.8,17.25,21.35,79.74,7.1,Aedes albopictus,15,0.88
Netherlands,Nijmegen,4,2025-08-12,Light_CO2,3,77.09,28.93,20.37,97.68,3.26,Culex pipiens,34,1.11
Spain,Barcelona,9,2025-12-10,HumanOdor_CO2,1,22.5,47.58,24.91,72.8,0.25,Aedes aegypti,4,0.55
Netherlands,Utrecht,8,2025-04-14,Light_CO2,1,29.37,29.21,23.76,76.91,3.39,Aedes albopictus,4,1.43
Spain,Barcelona,8,2026-02-08,HumanOdor_CO2,3,66.88,15.38,21.64,76.32,4.22,Culex pipiens,20,2.28
France,Montpellier,6,2025-09-11,HumanOdor_CO2,2,46.18,29.24,30.32,74.07,7.13,Culex pipiens,11,0.73
Netherlands,Nijmegen,8,2025-08-12,HumanOdor_CO2,1,23.65,38.02,22.56,57.36,6.33,Anopheles gambiae,3,1.96
France,Montpellier,8,2026-01-09,Light_CO2,1,21.5,47.17,20.89,89.42,6.55,Culex quinquefasciatus,0,0.9
Spain,Barcelona,5,2025-06-13,Light_CO2,1,22.9,29.84,24.22,61.78,6.58,Culex pipiens,2,1.97
France,Montpellier,2,2025-12-10,HumanOdor_CO2,2,51.25,33.14,21.55,88.01,5.46,Aedes albopictus,8,2.04
France,Montpellier,3,2025-10-11,Light_CO2,1,28.87,38.01,28.29,77.03,5.52,Anopheles gambiae,1,2.49
Netherlands,Utrecht,9,2025-12-10,Light_CO2,4,100.0,14.24,21.46,86.99,6.93,Culex pipiens,51,1.4
Spain,Barcelona,3,2026-02-08,Light_CO2,4,94.45,16.13,30.17,86.19,0.07,Aedes aegypti,56,1.05
France,Montpellier,4,2025-07-13,Light_CO2,1,23.84,28.58,25.34,70.38,5.54,Aedes albopictus,0,2.35
Netherlands,Utrecht,4,2025-03-15,Light_CO2,1,17.0,53.86,26.36,83.01,7.75,Anopheles gambiae,4,1.73
Netherlands,Utrecht,3,2026-01-09,HumanOdor_CO2,3,81.2,25.86,25.09,68.31,2.88,Aedes albopictus,17,2.36
France,Montpellier,4,2026-02-08,HumanOdor_CO2,1,23.84,28.58,28.48,78.59,3.55,Anopheles gambiae,8,1.21
Netherlands,Nijmegen,4,2025-12-10,HumanOdor_CO2,3,77.09,28.93,22.74,81.58,2.49,Anopheles gambiae,17,1.29
Netherlands,Utrecht,4,2025-04-14,Light_CO2,1,17.0,53.86,24.87,72.16,6.65,Anopheles gambiae,2,0.62
Netherlands,Nijmegen,2,2025-06-13,Light_CO2,3,70.36,27.8,22.61,85.51,5.56,Culex quinquefasciatus,23,1.52
Spain,Barcelona,5,2025-09-11,HumanOdor_CO2,1,22.9,29.84,27.29,71.73,6.9,Culex quinquefasciatus,0,1.65
Netherlands,Utrecht,3,2025-10-11,Light_CO2,3,81.2,25.86,25.96,77.54,5.41,Aedes aegypti,17,0.71
France,Montpellier,6,2025-05-14,HumanOdor_CO2,2,46.18,29.24,24.64,83.46,1.53,Culex quinquefasciatus,7,1.0
Netherlands,Utrecht,5,2025-09-11,HumanOdor_CO2,3,68.72,23.91,19.59,66.3,7.47,Anopheles gambiae,20,1.2
Netherlands,Nijmegen,2,2025-05-14,Light_CO2,3,70.36,27.8,24.78,85.12,5.14,Culex quinquefasciatus,16,1.59
Spain,Barcelona,3,2025-10-11,Light_CO2,4,94.45,16.13,23.61,80.27,3.66,Culex quinquefasciatus,37,0.79
Netherlands,Nijmegen,7,2025-04-14,HumanOdor_CO2,2,43.07,39.13,23.67,83.28,5.59,Anopheles gambiae,5,0.84
Spain,Barcelona,1,2025-12-10,HumanOdor_CO2,1,24.35,42.69,23.61,75.8,4.43,Aedes albopictus,7,1.25
Netherlands,Utrecht,7,2025-05-14,Light_CO2,4,99.0,14.24,23.7,83.06,3.78,Culex pipiens,39,1.05
Netherlands,Utrecht,4,2025-11-10,HumanOdor_CO2,1,17.0,53.86,33.18,91.34,4.41,Anopheles gambiae,1,2.38
Netherlands,Nijmegen,1,2026-01-09,HumanOdor_CO2,4,100.0,0.0,20.93,82.27,7.23,Aedes aegypti,49,2.46
Netherlands,Nijmegen,7,2025-12-10,HumanOdor_CO2,2,43.07,39.13,24.25,66.23,5.33,Culex quinquefasciatus,10,0.59
France,Montpellier,8,2025-05-14,Light_CO2,1,21.5,47.17,23.93,74.45,2.38,Culex quinquefasciatus,6,1.37
Spain,Barcelona,4,2026-01-09,HumanOdor_CO2,1,25.66,55.74,24.61,74.29,1.4,Culex quinquefasciatus,5,1.42
Netherlands,Nijmegen,9,2025-03-15,Light_CO2,2,55.84,34.12,23.1,74.57,0.97,Anopheles gambiae,6,1.0
Netherlands,Utrecht,9,2025-10-11,Light_CO2,4,100.0,14.24,27.86,80.51,0.1,Aedes aegypti,44,2.03
France,Montpellier,7,2025-07-13,Light_CO2,3,76.92,19.01,22.92,76.58,7.93,Aedes aegypti,11,0.63
Netherlands,Utrecht,6,2025-09-11,HumanOdor_CO2,3,70.8,17.25,24.03,78.0,0.34,Culex quinquefasciatus,16,0.55
Netherlands,Nijmegen,7,2025-05-14,Light_CO2,2,43.07,39.13,27.23,87.44,1.69,Culex quinquefasciatus,9,2.43
France,Montpellier,5,2025-06-13,Light_CO2,2,57.07,28.25,27.48,70.78,4.25,Aedes albopictus,18,2.36
France,Montpellier,3,2025-05-14,HumanOdor_CO2,1,28.87,38.01,27.98,78.92,6.45,Aedes albopictus,6,2.26
Spain,Barcelona,2,2025-05-14,HumanOdor_CO2,3,78.39,14.41,23.83,85.65,7.53,Culex quinquefasciatus,16,0.88
Netherlands,Utrecht,1,2025-06-13,HumanOdor_CO2,1,28.09,34.84,25.44,71.45,2.45,Aedes albopictus,5,2.47
France,Montpellier,6,2025-07-13,Light_CO2,2,46.18,29.24,26.21,86.37,5.24,Anopheles gambiae,7,2.47
Spain,Barcelona,7,2025-10-11,Light_CO2,3,70.08,19.22,22.96,86.15,6.82,Aedes albopictus,27,0.81
Spain,Barcelona,4,2025-05-14,Light_CO2,1,25.66,55.74,22.4,89.14,4.22,Anopheles gambiae,3,2.21
Spain,Barcelona,6,2025-05-14,HumanOdor_CO2,4,97.72,18.77,23.96,94.1,0.66,Anopheles gambiae,26,1.42
Netherlands,Nijmegen,1,2025-09-11,HumanOdor_CO2,4,100.0,0.0,26.37,82.46,6.13,Aedes albopictus,53,1.79
Netherlands,Nijmegen,2,2026-01-09,Light_CO2,3,70.36,27.8,28.55,90.4,5.15,Culex quinquefasciatus,15,2.11
Spain,Barcelona,8,2026-01-09,HumanOdor_CO2,3,66.88,15.38,25.93,74.94,1.35,Anopheles gambiae,16,0.88
France,Montpellier,1,2025-09-11,HumanOdor_CO2,1,25.77,41.14,25.52,79.35,4.92,Aedes albopictus,2,1.62
Netherlands,Utrecht,8,2025-12-10,Light_CO2,1,29.37,29.21,24.18,68.7,4.09,Aedes albopictus,9,0.99
Spain,Barcelona,2,2025-05-14,HumanOdor_CO2,3,78.39,14.41,23.83,85.65,7.53,Culex pipiens,17,0.88
Netherlands,Utrecht,4,2025-06-13,HumanOdor_CO2,1,17.0,53.86,27.63,81.96,1.79,Culex quinquefasciatus,2,1.18
France,Montpellier,5,2026-02-08,Light_CO2,2,57.07,28.25,26.78,88.43,3.84,Aedes aegypti,6,0.93
France,Montpellier,7,2025-06-13,HumanOdor_CO2,3,76.92,19.01,22.94,81.23,1.47,Culex pipiens,24,1.93
Spain,Barcelona,9,2025-08-12,Light_CO2,1,22.5,47.58,24.04,57.86,0.91,Anopheles gambiae,2,1.84
Netherlands,Nijmegen,9,2025-04-14,Light_CO2,2,55.84,34.12,27.83,80.98,7.97,Aedes albopictus,11,1.9
France,Montpellier,7,2026-01-09,Light_CO2,3,76.92,19.01,19.58,82.48,2.27,Culex pipiens,17,1.52
Spain,Barcelona,4,2025-07-13,HumanOdor_CO2,1,25.66,55.74,22.53,93.37,5.82,Aedes aegypti,1,1.44
Netherlands,Nijmegen,1,2026-01-09,HumanOdor_CO2,4,100.0,0.0,20.93,82.27,7.23,Culex pipiens,32,2.46
Spain,Barcelona,9,2025-11-10,Light_CO2,1,22.5,47.58,24.61,82.65,5.15,Culex quinquefasciatus,3,0.98
France,Montpellier,9,2025-12-10,HumanOdor_CO2,4,92.86,16.14,19.71,82.15,5.83,Anopheles gambiae,26,2.21
Spain,Barcelona,1,2025-04-14,Light_CO2,1,24.35,42.69,23.51,75.46,7.99,Culex pipiens,4,1.08
France,Montpellier,8,2025-08-12,Light_CO2,1,21.5,47.17,24.07,75.11,7.07,Culex pipiens,5,0.99
Spain,Barcelona,4,2025-09-11,HumanOdor_CO2,1,25.66,55.74,29.69,73.21,2.44,Aedes aegypti,0,1.62
Netherlands,Nijmegen,4,2025-07-13,Light_CO2,3,77.09,28.93,22.17,72.4,5.04,Culex pipiens,15,0.88
Netherlands,Utrecht,1,2025-11-10,Light_CO2,1,28.09,34.84,27.11,80.62,3.12,Aedes aegypti,2,1.53
France,Montpellier,2,2026-01-09,HumanOdor_CO2,2,51.25,33.14,27.29,78.92,2.16,Anopheles gambiae,10,1.7
Netherlands,Utrecht,5,2025-09-11,HumanOdor_CO2,3,68.72,23.91,19.59,66.3,7.47,Culex quinquefasciatus,9,1.2
France,Montpellier,3,2026-02-08,Light_CO2,1,28.87,38.01,27.34,84.43,7.29,Culex quinquefasciatus,5,1.39
Netherlands,Utrecht,2,2025-11-10,Light_CO2,1,29.98,42.65,25.73,69.37,5.15,Culex pipiens,1,1.35
Spain,Barcelona,3,2025-05-14,HumanOdor_CO2,4,94.45,16.13,23.84,82.44,3.6,Aedes albopictus,23,2.33
Spain,Barcelona,4,2025-09-11,HumanOdor_CO2,1,25.66,55.74,29.69,73.21,2.44,Anopheles gambiae,4,1.62
France,Montpellier,1,2026-02-08,Light_CO2,1,25.77,41.14,22.53,80.48,7.98,Anopheles gambiae,1,2.46
Netherlands,Utrecht,2,2025-12-10,HumanOdor_CO2,1,29.98,42.65,25.62,92.81,5.43,Anopheles gambiae,1,0.65
France,Montpellier,8,2025-06-13,Light_CO2,1,21.5,47.17,30.71,80.95,7.93,Anopheles gambiae,1,1.36
Netherlands,Utrecht,9,2025-06-13,HumanOdor_CO2,4,100.0,14.24,22.0,65.8,2.48,Anopheles gambiae,30,1.76
Spain,Barcelona,9,2025-12-10,HumanOdor_CO2,1,22.5,47.58,24.91,72.8,0.25,Culex quinquefasciatus,4,0.55
France,Montpellier,7,2025-09-11,Light_CO2,3,76.92,19.01,22.27,82.93,0.72,Aedes aegypti,19,0.84
Netherlands,Nijmegen,8,2025-09-11,Light_CO2,1,23.65,38.02,28.85,69.38,7.05,Aedes aegypti,13,1.32
Netherlands,Nijmegen,5,2025-09-11,Light_CO2,4,100.0,7.91,22.83,76.39,0.01,Anopheles gambiae,29,2.03
France,Montpellier,1,2025-08-12,HumanOdor_CO2,1,25.77,41.14,23.84,75.31,0.06,Anopheles gambiae,4,1.05
France,Montpellier,4,2025-04-14,HumanOdor_CO2,1,23.84,28.58,24.74,88.46,5.52,Culex quinquefasciatus,9,2.27
