"City","Site","Sampling_date","Country","Location.Site","Month","Season","Green_level","Green_area_coverage","Blue_area_coverage","Temperature","Relative_humidity","Wind_speed_10m","Trap_type","season_multiplier","Host_abundance","Predator_abundance","Mosquito_species","Mosquito_abundance","Biodiversity_index"
"Casablanca","Site_8",2024-03-01,"Morocco",8,3,"Spring",4,88.4236808959395,49.9912040866911,23.17,78.9,5.12,"HumanOdor_CO2",1,60,94,"Anopheles gambiae",20,1.03158368949267
"Casablanca","Site_8",2024-03-01,"Morocco",8,3,"Spring",4,88.4236808959395,49.9912040866911,23.17,78.9,5.12,"HumanOdor_CO2",1,78,99,"Culex quinquefasciatus",26,1.03158368949267
"Casablanca","Site_8",2024-03-01,"Morocco",8,3,"Spring",4,88.4236808959395,49.9912040866911,23.17,78.9,5.12,"HumanOdor_CO2",1,57,92,"Aedes aegypti",10,1.03158368949267
"Utrecht","Site_9",2024-03-01,"Netherlands",9,3,"Spring",1,21.8253015354276,32.2248145900667,13.6,69.09,2.03,"Light_CO2",1,31,73,"Culex pipiens",1,0.810042979913177
"Utrecht","Site_9",2024-03-01,"Netherlands",9,3,"Spring",1,21.8253015354276,32.2248145900667,13.6,69.09,2.03,"Light_CO2",1,40,56,"Anopheles gambiae",16,0.810042979913177
"Utrecht","Site_9",2024-03-01,"Netherlands",9,3,"Spring",1,21.8253015354276,32.2248145900667,13.6,69.09,2.03,"Light_CO2",1,39,56,"Culex quinquefasciatus",15,0.810042979913177
"Nijmegen","Site_9",2024-03-01,"Netherlands",9,3,"Spring",2,44.2416507867165,42.6430470347404,11.56,76.65,4.2,"HumanOdor_CO2",1,24,64,"Culex pipiens",7,0.625491339725573
"Nijmegen","Site_9",2024-03-01,"Netherlands",9,3,"Spring",2,44.2416507867165,42.6430470347404,11.56,76.65,4.2,"HumanOdor_CO2",1,34,69,"Culex quinquefasciatus",15,0.625491339725573
"Montpellier","Site_9",2024-03-01,"France",9,3,"Spring",4,85.2169233188033,29.4958022683859,15.89,74.71,4.06,"HumanOdor_CO2",1,52,97,"Aedes aegypti",37,1.21755188916287
"Montpellier","Site_9",2024-03-01,"France",9,3,"Spring",4,85.2169233188033,29.4958022683859,15.89,74.71,4.06,"HumanOdor_CO2",1,47,94,"Culex pipiens",88,1.21755188916287
"Montpellier","Site_9",2024-03-01,"France",9,3,"Spring",4,85.2169233188033,29.4958022683859,15.89,74.71,4.06,"HumanOdor_CO2",1,53,112,"Culex quinquefasciatus",14,1.21755188916287
"Montpellier","Site_9",2024-03-01,"France",9,3,"Spring",4,85.2169233188033,29.4958022683859,15.89,74.71,4.06,"HumanOdor_CO2",1,53,64,"Aedes albopictus",71,1.21755188916287
"Barcelona","Site_9",2024-03-01,"Spain",9,3,"Spring",1,11.1175461346284,38.5947334468365,13.68,71.83,3.96,"HumanOdor_CO2",1,28,70,"Culex quinquefasciatus",14,1.16484019847306
"Barcelona","Site_9",2024-03-01,"Spain",9,3,"Spring",1,11.1175461346284,38.5947334468365,13.68,71.83,3.96,"HumanOdor_CO2",1,20,50,"Aedes aegypti",11,1.16484019847306
"Barcelona","Site_9",2024-03-01,"Spain",9,3,"Spring",1,11.1175461346284,38.5947334468365,13.68,71.83,3.96,"HumanOdor_CO2",1,29,61,"Culex pipiens",1,1.16484019847306
"Barcelona","Site_9",2024-03-01,"Spain",9,3,"Spring",1,11.1175461346284,38.5947334468365,13.68,71.83,3.96,"HumanOdor_CO2",1,33,63,"Aedes albopictus",7,1.16484019847306
"Rabat","Site_9",2024-03-01,"Morocco",9,3,"Spring",2,38.5374184988905,20.8462941534817,22.7,54.48,4.67,"HumanOdor_CO2",1,40,75,"Aedes albopictus",27,0.474139293057838
"Rabat","Site_9",2024-03-01,"Morocco",9,3,"Spring",2,38.5374184988905,20.8462941534817,22.7,54.48,4.67,"HumanOdor_CO2",1,49,68,"Culex pipiens",6,0.474139293057838
"Casablanca","Site_9",2024-03-01,"Morocco",9,3,"Spring",3,68.7040057091508,27.7993951775134,21.29,74.05,5.04,"HumanOdor_CO2",1,59,64,"Aedes albopictus",2,1.30499296130649
"Casablanca","Site_9",2024-03-01,"Morocco",9,3,"Spring",3,68.7040057091508,27.7993951775134,21.29,74.05,5.04,"HumanOdor_CO2",1,68,82,"Aedes aegypti",12,1.30499296130649
"Casablanca","Site_9",2024-03-01,"Morocco",9,3,"Spring",3,68.7040057091508,27.7993951775134,21.29,74.05,5.04,"HumanOdor_CO2",1,57,78,"Culex pipiens",9,1.30499296130649
"Casablanca","Site_9",2024-03-01,"Morocco",9,3,"Spring",3,68.7040057091508,27.7993951775134,21.29,74.05,5.04,"HumanOdor_CO2",1,49,78,"Anopheles gambiae",2,1.30499296130649
"Casablanca","Site_9",2024-03-01,"Morocco",9,3,"Spring",3,68.7040057091508,27.7993951775134,21.29,74.05,5.04,"HumanOdor_CO2",1,51,100,"Culex quinquefasciatus",2,1.30499296130649
"Utrecht","Site_1",2024-04-01,"Netherlands",1,4,"Spring",1,17.0693113282323,44.0360938943923,17.55,70.72,3.51,"Light_CO2",1,38,52,"Anopheles gambiae",2,0.936888277539017
"Utrecht","Site_1",2024-04-01,"Netherlands",1,4,"Spring",1,17.0693113282323,44.0360938943923,17.55,70.72,3.51,"Light_CO2",1,38,72,"Culex quinquefasciatus",6,0.936888277539017
"Utrecht","Site_1",2024-04-01,"Netherlands",1,4,"Spring",1,17.0693113282323,44.0360938943923,17.55,70.72,3.51,"Light_CO2",1,49,52,"Aedes albopictus",10,0.936888277539017
"Nijmegen","Site_1",2024-04-01,"Netherlands",1,4,"Spring",2,42.9291540232953,27.9408559314907,15.07,72.22,4.95,"Light_CO2",1,38,66,"Aedes aegypti",39,1.26992637744802
"Nijmegen","Site_1",2024-04-01,"Netherlands",1,4,"Spring",2,42.9291540232953,27.9408559314907,15.07,72.22,4.95,"Light_CO2",1,51,76,"Culex quinquefasciatus",44,1.26992637744802
"Nijmegen","Site_1",2024-04-01,"Netherlands",1,4,"Spring",2,42.9291540232953,27.9408559314907,15.07,72.22,4.95,"Light_CO2",1,39,87,"Culex pipiens",9,1.26992637744802
"Nijmegen","Site_1",2024-04-01,"Netherlands",1,4,"Spring",2,42.9291540232953,27.9408559314907,15.07,72.22,4.95,"Light_CO2",1,38,65,"Aedes albopictus",42,1.26992637744802
"Montpellier","Site_1",2024-04-01,"France",1,4,"Spring",2,36.3797304977197,48.0552622303367,18.51,74.13,2.84,"HumanOdor_CO2",1,46,70,"Culex pipiens",12,1.23448523104483
"Montpellier","Site_1",2024-04-01,"France",1,4,"Spring",2,36.3797304977197,48.0552622303367,18.51,74.13,2.84,"HumanOdor_CO2",1,42,62,"Aedes albopictus",4,1.23448523104483
"Montpellier","Site_1",2024-04-01,"France",1,4,"Spring",2,36.3797304977197,48.0552622303367,18.51,74.13,2.84,"HumanOdor_CO2",1,42,68,"Aedes aegypti",55,1.23448523104483
"Montpellier","Site_1",2024-04-01,"France",1,4,"Spring",2,36.3797304977197,48.0552622303367,18.51,74.13,2.84,"HumanOdor_CO2",1,57,75,"Culex quinquefasciatus",8,1.23448523104483
"Montpellier","Site_1",2024-04-01,"France",1,4,"Spring",2,36.3797304977197,48.0552622303367,18.51,74.13,2.84,"HumanOdor_CO2",1,38,56,"Anopheles gambiae",19,1.23448523104483
"Barcelona","Site_1",2024-04-01,"Spain",1,4,"Spring",3,71.1829595733434,13.887605831027,19.48,72.02,3,"HumanOdor_CO2",1,47,74,"Aedes albopictus",33,0.662756138845072
"Barcelona","Site_1",2024-04-01,"Spain",1,4,"Spring",3,71.1829595733434,13.887605831027,19.48,72.02,3,"HumanOdor_CO2",1,60,81,"Anopheles gambiae",20,0.662756138845072
"Rabat","Site_1",2024-04-01,"Morocco",1,4,"Spring",1,23.5071973316371,5.01849278062582,21.08,73.26,5.65,"Light_CO2",1,23,57,"Aedes aegypti",2,1.23490369459659
"Rabat","Site_1",2024-04-01,"Morocco",1,4,"Spring",1,23.5071973316371,5.01849278062582,21.08,73.26,5.65,"Light_CO2",1,39,52,"Culex quinquefasciatus",50,1.23490369459659
"Rabat","Site_1",2024-04-01,"Morocco",1,4,"Spring",1,23.5071973316371,5.01849278062582,21.08,73.26,5.65,"Light_CO2",1,35,67,"Anopheles gambiae",23,1.23490369459659
"Rabat","Site_1",2024-04-01,"Morocco",1,4,"Spring",1,23.5071973316371,5.01849278062582,21.08,73.26,5.65,"Light_CO2",1,43,46,"Aedes albopictus",29,1.23490369459659
"Rabat","Site_1",2024-04-01,"Morocco",1,4,"Spring",1,23.5071973316371,5.01849278062582,21.08,73.26,5.65,"Light_CO2",1,29,76,"Culex pipiens",4,1.23490369459659
"Casablanca","Site_1",2024-04-01,"Morocco",1,4,"Spring",2,37.9709146625828,12.1052841879427,22.84,73.59,4.85,"Light_CO2",1,50,85,"Aedes albopictus",6,1.33656651062633
"Casablanca","Site_1",2024-04-01,"Morocco",1,4,"Spring",2,37.9709146625828,12.1052841879427,22.84,73.59,4.85,"Light_CO2",1,49,68,"Aedes aegypti",15,1.33656651062633
"Casablanca","Site_1",2024-04-01,"Morocco",1,4,"Spring",2,37.9709146625828,12.1052841879427,22.84,73.59,4.85,"Light_CO2",1,47,62,"Anopheles gambiae",14,1.33656651062633
"Casablanca","Site_1",2024-04-01,"Morocco",1,4,"Spring",2,37.9709146625828,12.1052841879427,22.84,73.59,4.85,"Light_CO2",1,57,80,"Culex pipiens",13,1.33656651062633
"Utrecht","Site_2",2024-04-01,"Netherlands",2,4,"Spring",2,45.7518928917125,10.4069839268923,19.28,62.1,3.11,"Light_CO2",1,55,83,"Aedes albopictus",12,0.673011647009257
"Utrecht","Site_2",2024-04-01,"Netherlands",2,4,"Spring",2,45.7518928917125,10.4069839268923,19.28,62.1,3.11,"Light_CO2",1,58,73,"Culex quinquefasciatus",8,0.673011647009257
"Nijmegen","Site_2",2024-04-01,"Netherlands",2,4,"Spring",2,39.4888702081516,24.7474025338888,15.95,76.83,3.41,"Light_CO2",1,47,64,"Culex pipiens",29,1.18076700539535
"Nijmegen","Site_2",2024-04-01,"Netherlands",2,4,"Spring",2,39.4888702081516,24.7474025338888,15.95,76.83,3.41,"Light_CO2",1,39,57,"Aedes aegypti",109,1.18076700539535
"Nijmegen","Site_2",2024-04-01,"Netherlands",2,4,"Spring",2,39.4888702081516,24.7474025338888,15.95,76.83,3.41,"Light_CO2",1,39,55,"Aedes albopictus",38,1.18076700539535
"Nijmegen","Site_2",2024-04-01,"Netherlands",2,4,"Spring",2,39.4888702081516,24.7474025338888,15.95,76.83,3.41,"Light_CO2",1,44,65,"Culex quinquefasciatus",24,1.18076700539535
"Montpellier","Site_2",2024-04-01,"France",2,4,"Spring",1,24.4104961259291,37.8402284756303,18.48,61.59,5.44,"HumanOdor_CO2",1,38,61,"Culex pipiens",4,0.682908084700472
"Montpellier","Site_2",2024-04-01,"France",2,4,"Spring",1,24.4104961259291,37.8402284756303,18.48,61.59,5.44,"HumanOdor_CO2",1,27,55,"Anopheles gambiae",3,0.682908084700472
"Barcelona","Site_2",2024-04-01,"Spain",2,4,"Spring",2,41.6234760603402,29.5422893762589,15.95,69.92,3.22,"HumanOdor_CO2",1,52,67,"Culex quinquefasciatus",22,0.973593097712136
"Barcelona","Site_2",2024-04-01,"Spain",2,4,"Spring",2,41.6234760603402,29.5422893762589,15.95,69.92,3.22,"HumanOdor_CO2",1,54,57,"Anopheles gambiae",0,0.973593097712136
"Barcelona","Site_2",2024-04-01,"Spain",2,4,"Spring",2,41.6234760603402,29.5422893762589,15.95,69.92,3.22,"HumanOdor_CO2",1,39,63,"Aedes aegypti",23,0.973593097712136
"Barcelona","Site_2",2024-04-01,"Spain",2,4,"Spring",2,41.6234760603402,29.5422893762589,15.95,69.92,3.22,"HumanOdor_CO2",1,44,70,"Aedes albopictus",6,0.973593097712136
"Rabat","Site_2",2024-04-01,"Morocco",2,4,"Spring",1,20.7448708079755,43.0457869879901,21.94,68.92,4.7,"Light_CO2",1,45,59,"Aedes albopictus",20,0.959618817953374
"Rabat","Site_2",2024-04-01,"Morocco",2,4,"Spring",1,20.7448708079755,43.0457869879901,21.94,68.92,4.7,"Light_CO2",1,40,52,"Culex pipiens",13,0.959618817953374
"Rabat","Site_2",2024-04-01,"Morocco",2,4,"Spring",1,20.7448708079755,43.0457869879901,21.94,68.92,4.7,"Light_CO2",1,30,64,"Aedes aegypti",46,0.959618817953374
"Casablanca","Site_2",2024-04-01,"Morocco",2,4,"Spring",3,69.1987014666665,15.5420842729509,19.87,67.2,2.35,"HumanOdor_CO2",1,51,85,"Aedes aegypti",8,1.36936076145381
"Casablanca","Site_2",2024-04-01,"Morocco",2,4,"Spring",3,69.1987014666665,15.5420842729509,19.87,67.2,2.35,"HumanOdor_CO2",1,51,85,"Culex quinquefasciatus",13,1.36936076145381
"Casablanca","Site_2",2024-04-01,"Morocco",2,4,"Spring",3,69.1987014666665,15.5420842729509,19.87,67.2,2.35,"HumanOdor_CO2",1,57,74,"Aedes albopictus",9,1.36936076145381
"Casablanca","Site_2",2024-04-01,"Morocco",2,4,"Spring",3,69.1987014666665,15.5420842729509,19.87,67.2,2.35,"HumanOdor_CO2",1,62,92,"Anopheles gambiae",10,1.36936076145381
"Utrecht","Site_3",2024-04-01,"Netherlands",3,4,"Spring",4,84.8860423546284,3.2761116437614,16.19,69.63,5.77,"Light_CO2",1,60,102,"Culex pipiens",108,0.567946582439526
"Utrecht","Site_3",2024-04-01,"Netherlands",3,4,"Spring",4,84.8860423546284,3.2761116437614,16.19,69.63,5.77,"Light_CO2",1,61,93,"Aedes aegypti",37,0.567946582439526
"Nijmegen","Site_3",2024-04-01,"Netherlands",3,4,"Spring",2,34.8614279006142,12.7852025255561,19,65.76,2.89,"Light_CO2",1,37,74,"Culex pipiens",5,1.3208002251345
"Nijmegen","Site_3",2024-04-01,"Netherlands",3,4,"Spring",2,34.8614279006142,12.7852025255561,19,65.76,2.89,"Light_CO2",1,67,60,"Aedes albopictus",13,1.3208002251345
"Nijmegen","Site_3",2024-04-01,"Netherlands",3,4,"Spring",2,34.8614279006142,12.7852025255561,19,65.76,2.89,"Light_CO2",1,36,72,"Aedes aegypti",11,1.3208002251345
"Nijmegen","Site_3",2024-04-01,"Netherlands",3,4,"Spring",2,34.8614279006142,12.7852025255561,19,65.76,2.89,"Light_CO2",1,44,69,"Anopheles gambiae",15,1.3208002251345
"Montpellier","Site_3",2024-04-01,"France",3,4,"Spring",4,85.9518698044121,47.3933754898608,16.94,72.25,5.83,"HumanOdor_CO2",1,44,91,"Culex pipiens",7,1.44525029265351
"Montpellier","Site_3",2024-04-01,"France",3,4,"Spring",4,85.9518698044121,47.3933754898608,16.94,72.25,5.83,"HumanOdor_CO2",1,64,107,"Aedes albopictus",32,1.44525029265351
"Montpellier","Site_3",2024-04-01,"France",3,4,"Spring",4,85.9518698044121,47.3933754898608,16.94,72.25,5.83,"HumanOdor_CO2",1,52,98,"Anopheles gambiae",50,1.44525029265351
"Montpellier","Site_3",2024-04-01,"France",3,4,"Spring",4,85.9518698044121,47.3933754898608,16.94,72.25,5.83,"HumanOdor_CO2",1,54,89,"Aedes aegypti",67,1.44525029265351
"Montpellier","Site_3",2024-04-01,"France",3,4,"Spring",4,85.9518698044121,47.3933754898608,16.94,72.25,5.83,"HumanOdor_CO2",1,57,86,"Culex quinquefasciatus",32,1.44525029265351
"Barcelona","Site_3",2024-04-01,"Spain",3,4,"Spring",2,46.656836103648,45.2522595748305,21.49,59.88,3.2,"Light_CO2",1,34,69,"Culex pipiens",14,0.552371895875455
"Barcelona","Site_3",2024-04-01,"Spain",3,4,"Spring",2,46.656836103648,45.2522595748305,21.49,59.88,3.2,"Light_CO2",1,63,71,"Aedes aegypti",100,0.552371895875455
"Barcelona","Site_3",2024-04-01,"Spain",3,4,"Spring",2,46.656836103648,45.2522595748305,21.49,59.88,3.2,"Light_CO2",1,40,52,"Anopheles gambiae",6,0.552371895875455
"Rabat","Site_3",2024-04-01,"Morocco",3,4,"Spring",4,83.252299609594,25.0279314443469,23.08,72.32,3.36,"Light_CO2",1,80,106,"Anopheles gambiae",54,0.677947115917807
"Rabat","Site_3",2024-04-01,"Morocco",3,4,"Spring",4,83.252299609594,25.0279314443469,23.08,72.32,3.36,"Light_CO2",1,63,95,"Culex quinquefasciatus",38,0.677947115917807
"Casablanca","Site_3",2024-04-01,"Morocco",3,4,"Spring",1,24.6541338972747,23.4261557944119,24.91,67.62,5.25,"Light_CO2",1,41,58,"Aedes albopictus",10,1.32412479478985
"Casablanca","Site_3",2024-04-01,"Morocco",3,4,"Spring",1,24.6541338972747,23.4261557944119,24.91,67.62,5.25,"Light_CO2",1,42,65,"Culex pipiens",4,1.32412479478985
"Casablanca","Site_3",2024-04-01,"Morocco",3,4,"Spring",1,24.6541338972747,23.4261557944119,24.91,67.62,5.25,"Light_CO2",1,40,54,"Anopheles gambiae",5,1.32412479478985
"Casablanca","Site_3",2024-04-01,"Morocco",3,4,"Spring",1,24.6541338972747,23.4261557944119,24.91,67.62,5.25,"Light_CO2",1,32,64,"Culex quinquefasciatus",6,1.32412479478985
"Utrecht","Site_4",2024-04-01,"Netherlands",4,4,"Spring",4,80.2729859622195,17.0553600005805,13.72,77.01,5.83,"Light_CO2",1,57,89,"Aedes albopictus",4,0.348832075843032
"Utrecht","Site_4",2024-04-01,"Netherlands",4,4,"Spring",4,80.2729859622195,17.0553600005805,13.72,77.01,5.83,"Light_CO2",1,60,84,"Culex quinquefasciatus",32,0.348832075843032
"Nijmegen","Site_4",2024-04-01,"Netherlands",4,4,"Spring",1,12.1596681186929,44.7467507719994,16.98,74.48,4.98,"Light_CO2",1,39,65,"Culex quinquefasciatus",19,1.07787175531253
"Nijmegen","Site_4",2024-04-01,"Netherlands",4,4,"Spring",1,12.1596681186929,44.7467507719994,16.98,74.48,4.98,"Light_CO2",1,32,62,"Anopheles gambiae",19,1.07787175531253
"Nijmegen","Site_4",2024-04-01,"Netherlands",4,4,"Spring",1,12.1596681186929,44.7467507719994,16.98,74.48,4.98,"Light_CO2",1,29,63,"Culex pipiens",12,1.07787175531253
"Montpellier","Site_4",2024-04-01,"France",4,4,"Spring",3,51.7926599946804,12.1370314285159,17.97,74.95,3.31,"Light_CO2",1,48,66,"Anopheles gambiae",33,0.585952598303551
"Montpellier","Site_4",2024-04-01,"France",4,4,"Spring",3,51.7926599946804,12.1370314285159,17.97,74.95,3.31,"Light_CO2",1,54,90,"Aedes aegypti",88,0.585952598303551
"Barcelona","Site_4",2024-04-01,"Spain",4,4,"Spring",3,63.4023310150951,12.9982958957553,21.43,71.51,3.24,"Light_CO2",1,60,92,"Culex quinquefasciatus",119,0.345363311469902
"Barcelona","Site_4",2024-04-01,"Spain",4,4,"Spring",3,63.4023310150951,12.9982958957553,21.43,71.51,3.24,"Light_CO2",1,66,71,"Aedes aegypti",4,0.345363311469902
"Barcelona","Site_4",2024-04-01,"Spain",4,4,"Spring",3,63.4023310150951,12.9982958957553,21.43,71.51,3.24,"Light_CO2",1,52,86,"Anopheles gambiae",7,0.345363311469902
"Rabat","Site_4",2024-04-01,"Morocco",4,4,"Spring",3,67.9570489330217,37.4939954578876,25.21,71.86,5.14,"HumanOdor_CO2",1,54,75,"Anopheles gambiae",18,0.562335124618809
"Rabat","Site_4",2024-04-01,"Morocco",4,4,"Spring",3,67.9570489330217,37.4939954578876,25.21,71.86,5.14,"HumanOdor_CO2",1,55,67,"Culex pipiens",6,0.562335124618809
"Casablanca","Site_4",2024-04-01,"Morocco",4,4,"Spring",3,58.8600714108907,35.8374002836645,21.29,77.12,4.04,"Light_CO2",1,51,96,"Culex pipiens",4,1.22864541565772
"Casablanca","Site_4",2024-04-01,"Morocco",4,4,"Spring",3,58.8600714108907,35.8374002836645,21.29,77.12,4.04,"Light_CO2",1,54,79,"Culex quinquefasciatus",22,1.22864541565772
"Casablanca","Site_4",2024-04-01,"Morocco",4,4,"Spring",3,58.8600714108907,35.8374002836645,21.29,77.12,4.04,"Light_CO2",1,48,83,"Anopheles gambiae",10,1.22864541565772
"Casablanca","Site_4",2024-04-01,"Morocco",4,4,"Spring",3,58.8600714108907,35.8374002836645,21.29,77.12,4.04,"Light_CO2",1,59,99,"Aedes aegypti",10,1.22864541565772
"Utrecht","Site_5",2024-04-01,"Netherlands",5,4,"Spring",1,7.52530781086534,27.8342492207885,18.89,79.26,5.5,"HumanOdor_CO2",1,35,69,"Culex pipiens",13,1.20229442283755
"Utrecht","Site_5",2024-04-01,"Netherlands",5,4,"Spring",1,7.52530781086534,27.8342492207885,18.89,79.26,5.5,"HumanOdor_CO2",1,43,56,"Aedes albopictus",27,1.20229442283755
"Utrecht","Site_5",2024-04-01,"Netherlands",5,4,"Spring",1,7.52530781086534,27.8342492207885,18.89,79.26,5.5,"HumanOdor_CO2",1,37,62,"Aedes aegypti",6,1.20229442283755
"Utrecht","Site_5",2024-04-01,"Netherlands",5,4,"Spring",1,7.52530781086534,27.8342492207885,18.89,79.26,5.5,"HumanOdor_CO2",1,31,61,"Anopheles gambiae",7,1.20229442283755
"Nijmegen","Site_5",2024-04-01,"Netherlands",5,4,"Spring",2,34.3322444241494,28.8048616722226,17.23,67.71,5.17,"HumanOdor_CO2",1,43,67,"Aedes aegypti",19,1.29224034175519
"Nijmegen","Site_5",2024-04-01,"Netherlands",5,4,"Spring",2,34.3322444241494,28.8048616722226,17.23,67.71,5.17,"HumanOdor_CO2",1,45,61,"Aedes albopictus",15,1.29224034175519
"Nijmegen","Site_5",2024-04-01,"Netherlands",5,4,"Spring",2,34.3322444241494,28.8048616722226,17.23,67.71,5.17,"HumanOdor_CO2",1,47,72,"Culex quinquefasciatus",11,1.29224034175519
"Nijmegen","Site_5",2024-04-01,"Netherlands",5,4,"Spring",2,34.3322444241494,28.8048616722226,17.23,67.71,5.17,"HumanOdor_CO2",1,49,68,"Anopheles gambiae",5,1.29224034175519
"Montpellier","Site_5",2024-04-01,"France",5,4,"Spring",3,61.5563537925482,3.18772175908089,22.36,61.98,5.38,"Light_CO2",1,56,81,"Culex pipiens",18,1.47119020052375
"Montpellier","Site_5",2024-04-01,"France",5,4,"Spring",3,61.5563537925482,3.18772175908089,22.36,61.98,5.38,"Light_CO2",1,61,79,"Culex quinquefasciatus",73,1.47119020052375
"Montpellier","Site_5",2024-04-01,"France",5,4,"Spring",3,61.5563537925482,3.18772175908089,22.36,61.98,5.38,"Light_CO2",1,48,78,"Aedes aegypti",32,1.47119020052375
"Montpellier","Site_5",2024-04-01,"France",5,4,"Spring",3,61.5563537925482,3.18772175908089,22.36,61.98,5.38,"Light_CO2",1,56,84,"Anopheles gambiae",35,1.47119020052375
"Montpellier","Site_5",2024-04-01,"France",5,4,"Spring",3,61.5563537925482,3.18772175908089,22.36,61.98,5.38,"Light_CO2",1,46,96,"Aedes albopictus",20,1.47119020052375
"Barcelona","Site_5",2024-04-01,"Spain",5,4,"Spring",3,63.6800992942881,42.0154535993934,23.78,62.25,3.03,"Light_CO2",1,61,90,"Culex pipiens",76,1.33267294174432
"Barcelona","Site_5",2024-04-01,"Spain",5,4,"Spring",3,63.6800992942881,42.0154535993934,23.78,62.25,3.03,"Light_CO2",1,60,83,"Anopheles gambiae",36,1.33267294174432
"Barcelona","Site_5",2024-04-01,"Spain",5,4,"Spring",3,63.6800992942881,42.0154535993934,23.78,62.25,3.03,"Light_CO2",1,51,82,"Aedes aegypti",68,1.33267294174432
"Barcelona","Site_5",2024-04-01,"Spain",5,4,"Spring",3,63.6800992942881,42.0154535993934,23.78,62.25,3.03,"Light_CO2",1,60,68,"Aedes albopictus",38,1.33267294174432
"Rabat","Site_5",2024-04-01,"Morocco",5,4,"Spring",3,52.3799269285519,20.5830547846854,21.98,65.19,4.54,"Light_CO2",1,48,68,"Culex quinquefasciatus",16,1.42254715407242
"Rabat","Site_5",2024-04-01,"Morocco",5,4,"Spring",3,52.3799269285519,20.5830547846854,21.98,65.19,4.54,"Light_CO2",1,54,66,"Culex pipiens",32,1.42254715407242
"Rabat","Site_5",2024-04-01,"Morocco",5,4,"Spring",3,52.3799269285519,20.5830547846854,21.98,65.19,4.54,"Light_CO2",1,64,90,"Aedes aegypti",52,1.42254715407242
"Rabat","Site_5",2024-04-01,"Morocco",5,4,"Spring",3,52.3799269285519,20.5830547846854,21.98,65.19,4.54,"Light_CO2",1,64,58,"Aedes albopictus",12,1.42254715407242
"Rabat","Site_5",2024-04-01,"Morocco",5,4,"Spring",3,52.3799269285519,20.5830547846854,21.98,65.19,4.54,"Light_CO2",1,52,70,"Anopheles gambiae",11,1.42254715407242
"Casablanca","Site_5",2024-04-01,"Morocco",5,4,"Spring",2,41.0485058266204,15.3250079452991,23.96,70.92,5.43,"HumanOdor_CO2",1,75,74,"Anopheles gambiae",3,1.30665990212463
"Casablanca","Site_5",2024-04-01,"Morocco",5,4,"Spring",2,41.0485058266204,15.3250079452991,23.96,70.92,5.43,"HumanOdor_CO2",1,48,63,"Aedes aegypti",6,1.30665990212463
"Casablanca","Site_5",2024-04-01,"Morocco",5,4,"Spring",2,41.0485058266204,15.3250079452991,23.96,70.92,5.43,"HumanOdor_CO2",1,43,88,"Aedes albopictus",8,1.30665990212463
"Casablanca","Site_5",2024-04-01,"Morocco",5,4,"Spring",2,41.0485058266204,15.3250079452991,23.96,70.92,5.43,"HumanOdor_CO2",1,53,69,"Culex quinquefasciatus",10,1.30665990212463
"Utrecht","Site_6",2024-04-01,"Netherlands",6,4,"Spring",3,72.5988549762405,30.4945234432817,15.46,72.05,4.05,"HumanOdor_CO2",1,38,99,"Anopheles gambiae",1,0.0731901091558728
"Utrecht","Site_6",2024-04-01,"Netherlands",6,4,"Spring",3,72.5988549762405,30.4945234432817,15.46,72.05,4.05,"HumanOdor_CO2",1,72,99,"Culex pipiens",71,0.0731901091558728
"Nijmegen","Site_6",2024-04-01,"Netherlands",6,4,"Spring",3,66.0207884968258,26.2543145418167,18.47,72.52,3.08,"Light_CO2",1,63,70,"Anopheles gambiae",74,1.21759687520304
"Nijmegen","Site_6",2024-04-01,"Netherlands",6,4,"Spring",3,66.0207884968258,26.2543145418167,18.47,72.52,3.08,"Light_CO2",1,55,76,"Culex quinquefasciatus",19,1.21759687520304
"Nijmegen","Site_6",2024-04-01,"Netherlands",6,4,"Spring",3,66.0207884968258,26.2543145418167,18.47,72.52,3.08,"Light_CO2",1,53,86,"Aedes aegypti",50,1.21759687520304
"Nijmegen","Site_6",2024-04-01,"Netherlands",6,4,"Spring",3,66.0207884968258,26.2543145418167,18.47,72.52,3.08,"Light_CO2",1,57,92,"Aedes albopictus",18,1.21759687520304
"Montpellier","Site_6",2024-04-01,"France",6,4,"Spring",4,79.146717209369,49.6785411946476,21.95,67.15,2.41,"Light_CO2",1,58,100,"Culex quinquefasciatus",36,1.29242656538756
"Montpellier","Site_6",2024-04-01,"France",6,4,"Spring",4,79.146717209369,49.6785411946476,21.95,67.15,2.41,"Light_CO2",1,52,83,"Anopheles gambiae",134,1.29242656538756
"Montpellier","Site_6",2024-04-01,"France",6,4,"Spring",4,79.146717209369,49.6785411946476,21.95,67.15,2.41,"Light_CO2",1,66,95,"Culex pipiens",113,1.29242656538756
"Montpellier","Site_6",2024-04-01,"France",6,4,"Spring",4,79.146717209369,49.6785411946476,21.95,67.15,2.41,"Light_CO2",1,57,104,"Aedes aegypti",140,1.29242656538756
"Barcelona","Site_6",2024-04-01,"Spain",6,4,"Spring",4,94.0416732616723,39.6768630407751,20.25,72.78,2.14,"Light_CO2",1,62,85,"Aedes albopictus",78,0.63453812527964
"Barcelona","Site_6",2024-04-01,"Spain",6,4,"Spring",4,94.0416732616723,39.6768630407751,20.25,72.78,2.14,"Light_CO2",1,72,83,"Culex pipiens",158,0.63453812527964
