"City","Site","Sampling_date","Country","Location.Site","Green_level","Green_area_coverage","Blue_area_coverage","Temperature","Relative_humidity","Wind_speed_10m","Trap_type","Mosquito_species","Mosquito_abundance","Biodiversity_index"
"Nijmegen","Site_1",2024-03-01,"Netherlands",1,1,76.37,47.47,16.19,40.36,4.88,"HumanOdor_CO2","Aedes aegypti",24,0.636514148294813
"Montpellier","Site_1",2024-03-01,"France",1,3,28.03,9.34,17.89,79.97,5.33,"Light_CO2","Culex pipiens",29,1.0922279331127
"Montpellier","Site_1",2024-03-01,"France",1,3,28.03,9.34,17.89,79.97,5.33,"Light_CO2","Anopheles gambiae",25,1.0922279331127
"Montpellier","Site_1",2024-03-01,"France",1,3,28.03,9.34,17.89,79.97,5.33,"Light_CO2","Aedes aegypti",22,1.0922279331127
"Barcelona","Site_1",2024-03-01,"Spain",1,3,66.55,21.22,18.4,62.87,2.58,"HumanOdor_CO2","Aedes albopictus",19,0.675464562450903
"Barcelona","Site_1",2024-03-01,"Spain",1,3,66.55,21.22,18.4,62.87,2.58,"HumanOdor_CO2","Aedes aegypti",13,0.675464562450903
"Rabat","Site_1",2024-03-01,"Morocco",1,1,69.14,5.97,14.78,81.36,5.46,"Light_CO2","Aedes albopictus",13,0.675464562450903
"Rabat","Site_1",2024-03-01,"Morocco",1,1,69.14,5.97,14.78,81.36,5.46,"Light_CO2","Culex pipiens",19,0.675464562450903
"Casablanca","Site_1",2024-03-01,"Morocco",1,2,8.45,33.57,22.2,66.49,4.72,"HumanOdor_CO2","Aedes albopictus",16,1.34719935410854
"Casablanca","Site_1",2024-03-01,"Morocco",1,2,8.45,33.57,22.2,66.49,4.72,"HumanOdor_CO2","Culex pipiens",17,1.34719935410854
"Casablanca","Site_1",2024-03-01,"Morocco",1,2,8.45,33.57,22.2,66.49,4.72,"HumanOdor_CO2","Anopheles gambiae",27,1.34719935410854
"Casablanca","Site_1",2024-03-01,"Morocco",1,2,8.45,33.57,22.2,66.49,4.72,"HumanOdor_CO2","Aedes aegypti",13,1.34719935410854
"Utrecht","Site_2",2024-03-01,"Netherlands",2,2,69.78,25.06,28.11,82.4,5.64,"HumanOdor_CO2","Anopheles gambiae",11,0.657157741497341
"Utrecht","Site_2",2024-03-01,"Netherlands",2,2,69.78,25.06,28.11,82.4,5.64,"HumanOdor_CO2","Aedes aegypti",19,0.657157741497341
"Nijmegen","Site_2",2024-03-01,"Netherlands",2,1,40.71,2.79,9.77,78.04,1.19,"HumanOdor_CO2","Culex quinquefasciatus",10,1.29125420057372
"Nijmegen","Site_2",2024-03-01,"Netherlands",2,1,40.71,2.79,9.77,78.04,1.19,"HumanOdor_CO2","Anopheles gambiae",7,1.29125420057372
"Nijmegen","Site_2",2024-03-01,"Netherlands",2,1,40.71,2.79,9.77,78.04,1.19,"HumanOdor_CO2","Aedes albopictus",23,1.29125420057372
"Nijmegen","Site_2",2024-03-01,"Netherlands",2,1,40.71,2.79,9.77,78.04,1.19,"HumanOdor_CO2","Aedes aegypti",15,1.29125420057372
"Montpellier","Site_2",2024-03-01,"France",2,1,14.13,48.32,25.79,78.63,1.97,"Light_CO2","Aedes aegypti",21,1.60720914024333
"Montpellier","Site_2",2024-03-01,"France",2,1,14.13,48.32,25.79,78.63,1.97,"Light_CO2","Culex pipiens",22,1.60720914024333
"Montpellier","Site_2",2024-03-01,"France",2,1,14.13,48.32,25.79,78.63,1.97,"Light_CO2","Anopheles gambiae",18,1.60720914024333
"Montpellier","Site_2",2024-03-01,"France",2,1,14.13,48.32,25.79,78.63,1.97,"Light_CO2","Culex quinquefasciatus",21,1.60720914024333
"Montpellier","Site_2",2024-03-01,"France",2,1,14.13,48.32,25.79,78.63,1.97,"Light_CO2","Aedes albopictus",21,1.60720914024333
"Barcelona","Site_2",2024-03-01,"Spain",2,1,54.19,10.3,20.99,52.52,1.39,"HumanOdor_CO2","Aedes albopictus",16,1.58274140336389
"Barcelona","Site_2",2024-03-01,"Spain",2,1,54.19,10.3,20.99,52.52,1.39,"HumanOdor_CO2","Anopheles gambiae",9,1.58274140336389
"Barcelona","Site_2",2024-03-01,"Spain",2,1,54.19,10.3,20.99,52.52,1.39,"HumanOdor_CO2","Culex quinquefasciatus",15,1.58274140336389
"Barcelona","Site_2",2024-03-01,"Spain",2,1,54.19,10.3,20.99,52.52,1.39,"HumanOdor_CO2","Culex pipiens",12,1.58274140336389
"Barcelona","Site_2",2024-03-01,"Spain",2,1,54.19,10.3,20.99,52.52,1.39,"HumanOdor_CO2","Aedes aegypti",18,1.58274140336389
"Rabat","Site_2",2024-03-01,"Morocco",2,1,22.07,24.1,18.15,61.2,2.86,"Light_CO2","Culex quinquefasciatus",21,1.6022057077514
"Rabat","Site_2",2024-03-01,"Morocco",2,1,22.07,24.1,18.15,61.2,2.86,"Light_CO2","Culex pipiens",18,1.6022057077514
"Rabat","Site_2",2024-03-01,"Morocco",2,1,22.07,24.1,18.15,61.2,2.86,"Light_CO2","Aedes aegypti",19,1.6022057077514
"Rabat","Site_2",2024-03-01,"Morocco",2,1,22.07,24.1,18.15,61.2,2.86,"Light_CO2","Aedes albopictus",19,1.6022057077514
"Rabat","Site_2",2024-03-01,"Morocco",2,1,22.07,24.1,18.15,61.2,2.86,"Light_CO2","Anopheles gambiae",25,1.6022057077514
"Casablanca","Site_2",2024-03-01,"Morocco",2,2,39.51,28.93,25.85,70.63,4.65,"HumanOdor_CO2","Anopheles gambiae",21,0.693147160559945
"Casablanca","Site_2",2024-03-01,"Morocco",2,2,39.51,28.93,25.85,70.63,4.65,"HumanOdor_CO2","Culex quinquefasciatus",21,0.693147160559945
"Utrecht","Site_3",2024-03-01,"Netherlands",3,2,71.47,39.51,25.24,82.36,3.78,"HumanOdor_CO2","Anopheles gambiae",20,1.33282042197477
"Utrecht","Site_3",2024-03-01,"Netherlands",3,2,71.47,39.51,25.24,82.36,3.78,"HumanOdor_CO2","Culex quinquefasciatus",15,1.33282042197477
"Utrecht","Site_3",2024-03-01,"Netherlands",3,2,71.47,39.51,25.24,82.36,3.78,"HumanOdor_CO2","Culex pipiens",32,1.33282042197477
"Utrecht","Site_3",2024-03-01,"Netherlands",3,2,71.47,39.51,25.24,82.36,3.78,"HumanOdor_CO2","Aedes albopictus",15,1.33282042197477
"Nijmegen","Site_3",2024-03-01,"Netherlands",3,2,64.5,11.96,22.48,83.57,1.36,"HumanOdor_CO2","Culex pipiens",9,1.34305658287401
"Nijmegen","Site_3",2024-03-01,"Netherlands",3,2,64.5,11.96,22.48,83.57,1.36,"HumanOdor_CO2","Culex quinquefasciatus",19,1.34305658287401
"Nijmegen","Site_3",2024-03-01,"Netherlands",3,2,64.5,11.96,22.48,83.57,1.36,"HumanOdor_CO2","Aedes albopictus",19,1.34305658287401
"Nijmegen","Site_3",2024-03-01,"Netherlands",3,2,64.5,11.96,22.48,83.57,1.36,"HumanOdor_CO2","Anopheles gambiae",21,1.34305658287401
"Montpellier","Site_3",2024-03-01,"France",3,3,8.43,8.48,17.4,55.35,1.68,"Light_CO2","Culex pipiens",31,0.690767150526481
"Montpellier","Site_3",2024-03-01,"France",3,3,8.43,8.48,17.4,55.35,1.68,"Light_CO2","Culex quinquefasciatus",27,0.690767150526481
"Barcelona","Site_3",2024-03-01,"Spain",3,2,10.08,15.54,18.48,78.55,3.16,"HumanOdor_CO2","Aedes albopictus",18,1.07855225535366
"Barcelona","Site_3",2024-03-01,"Spain",3,2,10.08,15.54,18.48,78.55,3.16,"HumanOdor_CO2","Culex pipiens",11,1.07855225535366
"Barcelona","Site_3",2024-03-01,"Spain",3,2,10.08,15.54,18.48,78.55,3.16,"HumanOdor_CO2","Culex quinquefasciatus",16,1.07855225535366
"Rabat","Site_3",2024-03-01,"Morocco",3,2,54.7,21.79,13.91,71.81,6.41,"HumanOdor_CO2","Aedes aegypti",19,0.693147160559945
"Rabat","Site_3",2024-03-01,"Morocco",3,2,54.7,21.79,13.91,71.81,6.41,"HumanOdor_CO2","Anopheles gambiae",19,0.693147160559945
"Casablanca","Site_3",2024-03-01,"Morocco",3,3,22.17,12.04,31.4,63.84,6.42,"HumanOdor_CO2","Aedes aegypti",13,0.654054790306932
"Casablanca","Site_3",2024-03-01,"Morocco",3,3,22.17,12.04,31.4,63.84,6.42,"HumanOdor_CO2","Aedes albopictus",23,0.654054790306932
"Utrecht","Site_4",2024-03-01,"Netherlands",4,3,49.42,36.29,21.22,55.26,1.06,"HumanOdor_CO2","Aedes aegypti",22,1.08663688226053
"Utrecht","Site_4",2024-03-01,"Netherlands",4,3,49.42,36.29,21.22,55.26,1.06,"HumanOdor_CO2","Culex quinquefasciatus",19,1.08663688226053
"Utrecht","Site_4",2024-03-01,"Netherlands",4,3,49.42,36.29,21.22,55.26,1.06,"HumanOdor_CO2","Culex pipiens",15,1.08663688226053
"Nijmegen","Site_4",2024-03-01,"Netherlands",4,3,29.76,29.48,18.23,78.86,3.88,"HumanOdor_CO2","Aedes albopictus",22,0.692201682962277
"Nijmegen","Site_4",2024-03-01,"Netherlands",4,3,29.76,29.48,18.23,78.86,3.88,"HumanOdor_CO2","Aedes aegypti",24,0.692201682962277
"Montpellier","Site_4",2024-03-01,"France",4,1,79.95,19.34,11.2,74.18,3.84,"Light_CO2","Aedes aegypti",20,1.38502439606589
"Montpellier","Site_4",2024-03-01,"France",4,1,79.95,19.34,11.2,74.18,3.84,"Light_CO2","Culex pipiens",22,1.38502439606589
"Montpellier","Site_4",2024-03-01,"France",4,1,79.95,19.34,11.2,74.18,3.84,"Light_CO2","Culex quinquefasciatus",22,1.38502439606589
"Montpellier","Site_4",2024-03-01,"France",4,1,79.95,19.34,11.2,74.18,3.84,"Light_CO2","Aedes albopictus",23,1.38502439606589
"Barcelona","Site_4",2024-03-01,"Spain",4,2,58.16,28.25,19.85,58.45,1.17,"Light_CO2","Culex pipiens",13,0.648279147364477
"Barcelona","Site_4",2024-03-01,"Spain",4,2,58.16,28.25,19.85,58.45,1.17,"Light_CO2","Culex quinquefasciatus",24,0.648279147364477
"Rabat","Site_4",2024-03-01,"Morocco",4,2,5.24,39.62,19.25,74.59,1.78,"Light_CO2","Aedes albopictus",26,1.59533291212092
"Rabat","Site_4",2024-03-01,"Morocco",4,2,5.24,39.62,19.25,74.59,1.78,"Light_CO2","Culex quinquefasciatus",16,1.59533291212092
"Rabat","Site_4",2024-03-01,"Morocco",4,2,5.24,39.62,19.25,74.59,1.78,"Light_CO2","Culex pipiens",24,1.59533291212092
"Rabat","Site_4",2024-03-01,"Morocco",4,2,5.24,39.62,19.25,74.59,1.78,"Light_CO2","Anopheles gambiae",22,1.59533291212092
"Rabat","Site_4",2024-03-01,"Morocco",4,2,5.24,39.62,19.25,74.59,1.78,"Light_CO2","Aedes aegypti",26,1.59533291212092
"Casablanca","Site_4",2024-03-01,"Morocco",4,3,62.73,36.41,14.99,58.69,4.55,"HumanOdor_CO2","Aedes aegypti",28,1.57041597240824
"Casablanca","Site_4",2024-03-01,"Morocco",4,3,62.73,36.41,14.99,58.69,4.55,"HumanOdor_CO2","Culex quinquefasciatus",27,1.57041597240824
"Casablanca","Site_4",2024-03-01,"Morocco",4,3,62.73,36.41,14.99,58.69,4.55,"HumanOdor_CO2","Aedes albopictus",16,1.57041597240824
"Casablanca","Site_4",2024-03-01,"Morocco",4,3,62.73,36.41,14.99,58.69,4.55,"HumanOdor_CO2","Culex pipiens",18,1.57041597240824
"Casablanca","Site_4",2024-03-01,"Morocco",4,3,62.73,36.41,14.99,58.69,4.55,"HumanOdor_CO2","Anopheles gambiae",14,1.57041597240824
"Utrecht","Site_5",2024-03-01,"Netherlands",5,3,20.02,38.3,33.92,62.9,3.71,"HumanOdor_CO2","Aedes albopictus",20,1.37256435096605
"Utrecht","Site_5",2024-03-01,"Netherlands",5,3,20.02,38.3,33.92,62.9,3.71,"HumanOdor_CO2","Anopheles gambiae",14,1.37256435096605
"Utrecht","Site_5",2024-03-01,"Netherlands",5,3,20.02,38.3,33.92,62.9,3.71,"HumanOdor_CO2","Culex pipiens",19,1.37256435096605
"Utrecht","Site_5",2024-03-01,"Netherlands",5,3,20.02,38.3,33.92,62.9,3.71,"HumanOdor_CO2","Culex quinquefasciatus",14,1.37256435096605
"Nijmegen","Site_5",2024-03-01,"Netherlands",5,3,56.71,44.85,26.36,63.58,5.13,"Light_CO2","Aedes albopictus",27,0.692509269811495
"Nijmegen","Site_5",2024-03-01,"Netherlands",5,3,56.71,44.85,26.36,63.58,5.13,"Light_CO2","Aedes aegypti",29,0.692509269811495
"Montpellier","Site_5",2024-03-01,"France",5,3,61.24,14.65,14.32,65.54,3.9,"Light_CO2","Anopheles gambiae",29,1.38071106939694
"Montpellier","Site_5",2024-03-01,"France",5,3,61.24,14.65,14.32,65.54,3.9,"Light_CO2","Culex pipiens",25,1.38071106939694
"Montpellier","Site_5",2024-03-01,"France",5,3,61.24,14.65,14.32,65.54,3.9,"Light_CO2","Aedes aegypti",32,1.38071106939694
"Montpellier","Site_5",2024-03-01,"France",5,3,61.24,14.65,14.32,65.54,3.9,"Light_CO2","Aedes albopictus",25,1.38071106939694
"Barcelona","Site_5",2024-03-01,"Spain",5,1,22.87,24.24,27.67,47.45,1.78,"Light_CO2","Aedes aegypti",21,1.54638642653296
"Barcelona","Site_5",2024-03-01,"Spain",5,1,22.87,24.24,27.67,47.45,1.78,"Light_CO2","Culex pipiens",22,1.54638642653296
"Barcelona","Site_5",2024-03-01,"Spain",5,1,22.87,24.24,27.67,47.45,1.78,"Light_CO2","Anopheles gambiae",16,1.54638642653296
"Barcelona","Site_5",2024-03-01,"Spain",5,1,22.87,24.24,27.67,47.45,1.78,"Light_CO2","Culex quinquefasciatus",7,1.54638642653296
"Barcelona","Site_5",2024-03-01,"Spain",5,1,22.87,24.24,27.67,47.45,1.78,"Light_CO2","Aedes albopictus",22,1.54638642653296
"Rabat","Site_5",2024-03-01,"Morocco",5,3,76.47,12.56,27.22,73.39,3.38,"Light_CO2","Anopheles gambiae",22,1.0978561148494
"Rabat","Site_5",2024-03-01,"Morocco",5,3,76.47,12.56,27.22,73.39,3.38,"Light_CO2","Culex pipiens",20,1.0978561148494
"Rabat","Site_5",2024-03-01,"Morocco",5,3,76.47,12.56,27.22,73.39,3.38,"Light_CO2","Aedes aegypti",21,1.0978561148494
"Casablanca","Site_5",2024-03-01,"Morocco",5,3,48.86,8.77,24.95,86.81,5.02,"HumanOdor_CO2","Aedes aegypti",21,0.683988412967782
"Casablanca","Site_5",2024-03-01,"Morocco",5,3,48.86,8.77,24.95,86.81,5.02,"HumanOdor_CO2","Aedes albopictus",16,0.683988412967782
"Utrecht","Site_6",2024-03-01,"Netherlands",6,3,64.96,49.56,24,46.45,0.51,"Light_CO2","Anopheles gambiae",23,1.59085982095255
"Utrecht","Site_6",2024-03-01,"Netherlands",6,3,64.96,49.56,24,46.45,0.51,"Light_CO2","Aedes albopictus",24,1.59085982095255
"Utrecht","Site_6",2024-03-01,"Netherlands",6,3,64.96,49.56,24,46.45,0.51,"Light_CO2","Aedes aegypti",23,1.59085982095255
"Utrecht","Site_6",2024-03-01,"Netherlands",6,3,64.96,49.56,24,46.45,0.51,"Light_CO2","Culex pipiens",18,1.59085982095255
"Utrecht","Site_6",2024-03-01,"Netherlands",6,3,64.96,49.56,24,46.45,0.51,"Light_CO2","Culex quinquefasciatus",14,1.59085982095255
"Nijmegen","Site_6",2024-03-01,"Netherlands",6,2,75.1,32.93,22.72,74.4,3.31,"Light_CO2","Aedes albopictus",21,0.692113746678208
"Nijmegen","Site_6",2024-03-01,"Netherlands",6,2,75.1,32.93,22.72,74.4,3.31,"Light_CO2","Anopheles gambiae",23,0.692113746678208
"Montpellier","Site_6",2024-03-01,"France",6,2,10.74,22.34,25.1,82.31,0.54,"HumanOdor_CO2","Anopheles gambiae",20,1.58860480956482
"Montpellier","Site_6",2024-03-01,"France",6,2,10.74,22.34,25.1,82.31,0.54,"HumanOdor_CO2","Aedes aegypti",13,1.58860480956482
"Montpellier","Site_6",2024-03-01,"France",6,2,10.74,22.34,25.1,82.31,0.54,"HumanOdor_CO2","Culex quinquefasciatus",11,1.58860480956482
"Montpellier","Site_6",2024-03-01,"France",6,2,10.74,22.34,25.1,82.31,0.54,"HumanOdor_CO2","Culex pipiens",16,1.58860480956482
"Montpellier","Site_6",2024-03-01,"France",6,2,10.74,22.34,25.1,82.31,0.54,"HumanOdor_CO2","Aedes albopictus",14,1.58860480956482
"Barcelona","Site_6",2024-03-01,"Spain",6,3,54.77,40.8,16.84,45.87,4.45,"HumanOdor_CO2","Culex pipiens",22,1.09263566530493
"Barcelona","Site_6",2024-03-01,"Spain",6,3,54.77,40.8,16.84,45.87,4.45,"HumanOdor_CO2","Aedes aegypti",17,1.09263566530493
"Barcelona","Site_6",2024-03-01,"Spain",6,3,54.77,40.8,16.84,45.87,4.45,"HumanOdor_CO2","Culex quinquefasciatus",21,1.09263566530493
"Rabat","Site_6",2024-03-01,"Morocco",6,2,79.06,26.13,18.75,70.31,5.09,"HumanOdor_CO2","Aedes albopictus",22,1.06630070135009
"Rabat","Site_6",2024-03-01,"Morocco",6,2,79.06,26.13,18.75,70.31,5.09,"HumanOdor_CO2","Culex pipiens",21,1.06630070135009
"Rabat","Site_6",2024-03-01,"Morocco",6,2,79.06,26.13,18.75,70.31,5.09,"HumanOdor_CO2","Culex quinquefasciatus",12,1.06630070135009
"Casablanca","Site_6",2024-03-01,"Morocco",6,1,23.92,25.97,16.99,68.65,2.31,"Light_CO2","Culex quinquefasciatus",30,1.01192511491379
"Casablanca","Site_6",2024-03-01,"Morocco",6,1,23.92,25.97,16.99,68.65,2.31,"Light_CO2","Anopheles gambiae",11,1.01192511491379
"Casablanca","Site_6",2024-03-01,"Morocco",6,1,23.92,25.97,16.99,68.65,2.31,"Light_CO2","Aedes aegypti",16,1.01192511491379
"Utrecht","Site_7",2024-03-01,"Netherlands",7,1,7.96,24.96,21.17,75.42,1.62,"HumanOdor_CO2","Anopheles gambiae",15,1.57282667664636
"Utrecht","Site_7",2024-03-01,"Netherlands",7,1,7.96,24.96,21.17,75.42,1.62,"HumanOdor_CO2","Culex pipiens",14,1.57282667664636
"Utrecht","Site_7",2024-03-01,"Netherlands",7,1,7.96,24.96,21.17,75.42,1.62,"HumanOdor_CO2","Aedes albopictus",17,1.57282667664636
"Utrecht","Site_7",2024-03-01,"Netherlands",7,1,7.96,24.96,21.17,75.42,1.62,"HumanOdor_CO2","Culex quinquefasciatus",15,1.57282667664636
"Utrecht","Site_7",2024-03-01,"Netherlands",7,1,7.96,24.96,21.17,75.42,1.62,"HumanOdor_CO2","Aedes aegypti",7,1.57282667664636
"Nijmegen","Site_7",2024-03-01,"Netherlands",7,1,78.92,43.5,22.73,85.56,0.67,"HumanOdor_CO2","Aedes albopictus",11,1.09183839134006
"Nijmegen","Site_7",2024-03-01,"Netherlands",7,1,78.92,43.5,22.73,85.56,0.67,"HumanOdor_CO2","Culex pipiens",11,1.09183839134006
"Nijmegen","Site_7",2024-03-01,"Netherlands",7,1,78.92,43.5,22.73,85.56,0.67,"HumanOdor_CO2","Culex quinquefasciatus",14,1.09183839134006
"Montpellier","Site_7",2024-03-01,"France",7,3,14.96,15.68,25.01,61.64,3.73,"HumanOdor_CO2","Culex quinquefasciatus",17,0.674895253743828
"Montpellier","Site_7",2024-03-01,"France",7,3,14.96,15.68,25.01,61.64,3.73,"HumanOdor_CO2","Aedes albopictus",25,0.674895253743828
"Barcelona","Site_7",2024-03-01,"Spain",7,3,18.21,25.68,24.65,60.66,3.17,"HumanOdor_CO2","Culex quinquefasciatus",19,1.08702069090837
"Barcelona","Site_7",2024-03-01,"Spain",7,3,18.21,25.68,24.65,60.66,3.17,"HumanOdor_CO2","Aedes albopictus",26,1.08702069090837
"Barcelona","Site_7",2024-03-01,"Spain",7,3,18.21,25.68,24.65,60.66,3.17,"HumanOdor_CO2","Aedes aegypti",19,1.08702069090837
"Rabat","Site_7",2024-03-01,"Morocco",7,3,41.21,10.49,29.23,41.51,5.23,"Light_CO2","Anopheles gambiae",33,1.37869590246895
"Rabat","Site_7",2024-03-01,"Morocco",7,3,41.21,10.49,29.23,41.51,5.23,"Light_CO2","Culex pipiens",26,1.37869590246895
"Rabat","Site_7",2024-03-01,"Morocco",7,3,41.21,10.49,29.23,41.51,5.23,"Light_CO2","Aedes aegypti",24,1.37869590246895
"Rabat","Site_7",2024-03-01,"Morocco",7,3,41.21,10.49,29.23,41.51,5.23,"Light_CO2","Culex quinquefasciatus",26,1.37869590246895
"Casablanca","Site_7",2024-03-01,"Morocco",7,1,52.71,43.52,24.99,57.37,5.3,"Light_CO2","Aedes aegypti",14,1.59904025069336
"Casablanca","Site_7",2024-03-01,"Morocco",7,1,52.71,43.52,24.99,57.37,5.3,"Light_CO2","Culex quinquefasciatus",17,1.59904025069336
"Casablanca","Site_7",2024-03-01,"Morocco",7,1,52.71,43.52,24.99,57.37,5.3,"Light_CO2","Aedes albopictus",14,1.59904025069336
"Casablanca","Site_7",2024-03-01,"Morocco",7,1,52.71,43.52,24.99,57.37,5.3,"Light_CO2","Anopheles gambiae",19,1.59904025069336
"Casablanca","Site_7",2024-03-01,"Morocco",7,1,52.71,43.52,24.99,57.37,5.3,"Light_CO2","Culex pipiens",13,1.59904025069336
"Utrecht","Site_8",2024-03-01,"Netherlands",8,1,79.02,8.15,28.28,78.64,3.1,"HumanOdor_CO2","Aedes aegypti",15,0.673011647009257
"Utrecht","Site_8",2024-03-01,"Netherlands",8,1,79.02,8.15,28.28,78.64,3.1,"HumanOdor_CO2","Anopheles gambiae",10,0.673011647009257
"Nijmegen","Site_8",2024-03-01,"Netherlands",8,3,12.47,7.74,27.49,64.29,1.28,"Light_CO2","Culex quinquefasciatus",18,1.07478990923546
"Nijmegen","Site_8",2024-03-01,"Netherlands",8,3,12.47,7.74,27.49,64.29,1.28,"Light_CO2","Aedes albopictus",30,1.07478990923546
"Nijmegen","Site_8",2024-03-01,"Netherlands",8,3,12.47,7.74,27.49,64.29,1.28,"Light_CO2","Aedes aegypti",29,1.07478990923546
"Montpellier","Site_8",2024-03-01,"France",8,2,57.03,41.34,19.06,59.87,1.92,"HumanOdor_CO2","Culex pipiens",16,1.09730932629695
"Montpellier","Site_8",2024-03-01,"France",8,2,57.03,41.34,19.06,59.87,1.92,"HumanOdor_CO2","Culex quinquefasciatus",17,1.09730932629695
"Montpellier","Site_8",2024-03-01,"France",8,2,57.03,41.34,19.06,59.87,1.92,"HumanOdor_CO2","Aedes albopictus",15,1.09730932629695
"Barcelona","Site_8",2024-03-01,"Spain",8,3,5.1,12.01,25.76,47.31,3.54,"HumanOdor_CO2","Culex pipiens",21,1.33478787244994
"Barcelona","Site_8",2024-03-01,"Spain",8,3,5.1,12.01,25.76,47.31,3.54,"HumanOdor_CO2","Anopheles gambiae",11,1.33478787244994
"Barcelona","Site_8",2024-03-01,"Spain",8,3,5.1,12.01,25.76,47.31,3.54,"HumanOdor_CO2","Aedes albopictus",29,1.33478787244994
"Barcelona","Site_8",2024-03-01,"Spain",8,3,5.1,12.01,25.76,47.31,3.54,"HumanOdor_CO2","Aedes aegypti",21,1.33478787244994
"Rabat","Site_8",2024-03-01,"Morocco",8,1,62.56,9.78,24.27,76.59,2.96,"HumanOdor_CO2","Culex quinquefasciatus",12,1.09606729844686
"Rabat","Site_8",2024-03-01,"Morocco",8,1,62.56,9.78,24.27,76.59,2.96,"HumanOdor_CO2","Aedes albopictus",14,1.09606729844686
"Rabat","Site_8",2024-03-01,"Morocco",8,1,62.56,9.78,24.27,76.59,2.96,"HumanOdor_CO2","Culex pipiens",14,1.09606729844686
"Casablanca","Site_8",2024-03-01,"Morocco",8,1,29,43.43,22.6,61.78,2.68,"HumanOdor_CO2","Culex pipiens",9,1.55974807342402
"Casablanca","Site_8",2024-03-01,"Morocco",8,1,29,43.43,22.6,61.78,2.68,"HumanOdor_CO2","Anopheles gambiae",12,1.55974807342402
"Casablanca","Site_8",2024-03-01,"Morocco",8,1,29,43.43,22.6,61.78,2.68,"HumanOdor_CO2","Aedes aegypti",5,1.55974807342402
"Casablanca","Site_8",2024-03-01,"Morocco",8,1,29,43.43,22.6,61.78,2.68,"HumanOdor_CO2","Culex quinquefasciatus",14,1.55974807342402
"Casablanca","Site_8",2024-03-01,"Morocco",8,1,29,43.43,22.6,61.78,2.68,"HumanOdor_CO2","Aedes albopictus",10,1.55974807342402
"Utrecht","Site_9",2024-03-01,"Netherlands",9,3,76.85,37.89,17.48,88.99,6.18,"Light_CO2","Anopheles gambiae",28,1.09644287451652
"Utrecht","Site_9",2024-03-01,"Netherlands",9,3,76.85,37.89,17.48,88.99,6.18,"Light_CO2","Aedes albopictus",24,1.09644287451652
"Utrecht","Site_9",2024-03-01,"Netherlands",9,3,76.85,37.89,17.48,88.99,6.18,"Light_CO2","Aedes aegypti",25,1.09644287451652
"Nijmegen","Site_9",2024-03-01,"Netherlands",9,2,19.65,47.13,24.94,88.6,4.1,"Light_CO2","Anopheles gambiae",22,1.59686941204954
"Nijmegen","Site_9",2024-03-01,"Netherlands",9,2,19.65,47.13,24.94,88.6,4.1,"Light_CO2","Culex quinquefasciatus",14,1.59686941204954
"Nijmegen","Site_9",2024-03-01,"Netherlands",9,2,19.65,47.13,24.94,88.6,4.1,"Light_CO2","Aedes albopictus",20,1.59686941204954
"Nijmegen","Site_9",2024-03-01,"Netherlands",9,2,19.65,47.13,24.94,88.6,4.1,"Light_CO2","Culex pipiens",17,1.59686941204954
"Nijmegen","Site_9",2024-03-01,"Netherlands",9,2,19.65,47.13,24.94,88.6,4.1,"Light_CO2","Aedes aegypti",21,1.59686941204954
"Montpellier","Site_9",2024-03-01,"France",9,1,67.82,46.17,22.32,46.2,6.14,"Light_CO2","Culex quinquefasciatus",20,1.09055321623379
"Montpellier","Site_9",2024-03-01,"France",9,1,67.82,46.17,22.32,46.2,6.14,"Light_CO2","Aedes albopictus",22,1.09055321623379
"Montpellier","Site_9",2024-03-01,"France",9,1,67.82,46.17,22.32,46.2,6.14,"Light_CO2","Aedes aegypti",27,1.09055321623379
"Barcelona","Site_9",2024-03-01,"Spain",9,3,41.56,9.66,20.23,60.68,3.27,"HumanOdor_CO2","Culex quinquefasciatus",11,1.06280801169751
"Barcelona","Site_9",2024-03-01,"Spain",9,3,41.56,9.66,20.23,60.68,3.27,"HumanOdor_CO2","Aedes aegypti",18,1.06280801169751
"Barcelona","Site_9",2024-03-01,"Spain",9,3,41.56,9.66,20.23,60.68,3.27,"HumanOdor_CO2","Aedes albopictus",10,1.06280801169751
"Rabat","Site_9",2024-03-01,"Morocco",9,3,13.28,44.07,26.61,85.6,6.35,"Light_CO2","Aedes aegypti",21,0.632842810750062
"Rabat","Site_9",2024-03-01,"Morocco",9,3,13.28,44.07,26.61,85.6,6.35,"Light_CO2","Culex quinquefasciatus",43,0.632842810750062
"Casablanca","Site_9",2024-03-01,"Morocco",9,2,31.35,36.33,26.96,60.15,2.29,"Light_CO2","Culex pipiens",21,1.07801025565062
"Casablanca","Site_9",2024-03-01,"Morocco",9,2,31.35,36.33,26.96,60.15,2.29,"Light_CO2","Aedes albopictus",31,1.07801025565062
"Casablanca","Site_9",2024-03-01,"Morocco",9,2,31.35,36.33,26.96,60.15,2.29,"Light_CO2","Aedes aegypti",20,1.07801025565062
"Utrecht","Site_1",2024-04-01,"Netherlands",1,2,62.08,23.35,26.37,57.83,6.1,"HumanOdor_CO2","Culex pipiens",10,1.00719360085787
"Utrecht","Site_1",2024-04-01,"Netherlands",1,2,62.08,23.35,26.37,57.83,6.1,"HumanOdor_CO2","Anopheles gambiae",18,1.00719360085787
